#code	name	class	tab	row	col	image
367	Древняя Кровь	4	2	2	2	10
368	Крепость	4	2	3	2	34
369	Проводник Духов	4	2	4	2	36
370	Горный Король	4	2	5	2	38
371	Коготь Медведя	4	1	1	3	40
372	Натиск	4	1	2	3	42
373	Отскок	4	1	3	3	44
374	Кричащий Орел	4	1	4	3	46
375	Многократное Уничтожение	4	1	5	3	70
376	Форма Капканной Крысы	5	1	1	2	30
377	Буря Шипов	5	1	2	2	92
378	Яичная Ловушка	5	1	3	2	86
379	Свирепость	5	1	4	2	60
380	Стена Шипов	5	1	5	2	98
381	Смеющийся Призрак	5	2	1	3	110
382	Каскад	5	2	2	3	12
383	Цепной Выстрел	5	2	3	3	14
384	Эльфийские Орудия	5	2	4	3	16
385	Круговой Выстрел	5	2	5	3	18
386	Элементаль	5	2	1	1	20
387	Охотящаяся Банши	5	2	2	1	22
388	Языческие Обряды	5	2	3	1	24
389	Огненный Дождь	5	2	4	1	64
390	Леденящая Буря	5	2	5	1	104
391	Форма Сторожевого Древа	5	1	1	1	58
392	Шипованный Удар	5	1	2	1	90
393	Круг Жизни	5	1	4	1	42
394	Пожар	5	1	3	1	100
395	Идол Скосглена	5	1	5	1	106
396	Ядовитая Вспышка	5	2	1	2	70
397	Эльфийская Песнь	5	2	2	2	84
398	Аватар Чумы	5	2	3	2	44
399	Мифал	5	2	4	2	108
400	Кислотные Дьяволы	5	2	5	2	48
401	Скелетный Живодер	2	1	1	3	86
402	Рампагор	2	1	2	3	88
403	Ламия	2	1	3	3	90
404	Сокрытый Король	2	1	4	3	92
405	Архонт Пустоты	2	1	5	3	94
406	Ангел Смерти	2	2	4	2	20
407	Жертвы	2	1	2	2	40
408	Паразит	2	2	2	2	98
409	Резня	2	2	1	2	84
410	Голод	2	2	3	2	72
411		-1				
412	Хватка Когтя	2	1	5	2	24
413	Вдоводелец	2	2	5	3	26
414	Изгиб Теней	2	1	3	2	58
415	Лорд Смерти	2	2	5	2	80
416	Тотем Ярости Смерти	2	1	1	1	30
417	Огнехвостый Выстрел	2	2	1	3	110
418	Драконий Напалм	2	2	3	3	106
419	Фрагментационный Выстрел	2	2	4	3	102
420	Кричащий Тотем	2	1	4	1	38
421	Тотем Когтя Мороза	2	1	2	1	42
422	Бальзамирование	2	1	1	2	104
423	Тотем Сердца Огня	2	1	3	1	44
424	Погибель	2	1	4	2	112
425	Тотем Глаза Бури	2	1	5	1	48
426	Ответный Удар	3	1	1	1	0
427	Божественный Суд	3	1	2	1	70
428	Чума	3	1	3	1	56
429	Драконье Сердце	3	1	4	1	98
430	Колизей	3	1	5	1	80
431	Ужасающий Удар	3	2	1	1	10
432	Черный Сон	3	2	3	1	60
433	Лярвы	3	2	2	1	14
434	Кровавые Шипы	3	2	4	1	16
435	Бич	3	2	5	2	64
436	Солнечная Вспышка	3	1	1	3	100
437	Брюхо Дракона	3	1	2	3	74
438	Ледяное Дыхание	3	1	3	3	66
439	Драконьи Вирмы	3	1	5	3	86
440	Воплощение	3	1	4	3	78
441	Испорченная Кровь	3	2	1	3	30
442	Симфония Разрушения	3	2	3	3	84
443	Поджарка Мозгов	3	2	2	3	32
444	Убийца	3	2	4	3	36
445	Повелитель Бури	3	2	5	3	38
446	Сосуд Справедливости	3	2	1	2	40
447	Восторг	3	1	2	2	42
448	Солнцестояние и Равноденствие	3	1	3	2	44
449	Священная Броня	3	1	4	2	46
450	Гимн	3	2	5	1	48
451	Залп Пламени	1	1	1	1	62
452	Живое Пламя	1	1	2	1	102
453	Удар Пламени	1	1	3	1	4
454	Пировзрыв	1	1	4	1	68
455	Огненный Танец	1	1	5	1	106
456	Снежная Королева	1	1	3	3	110
457	Дробление Плоти	1	1	2	3	70
458	Холодная Сфера	1	1	1	3	10
459	Бездна	1	1	4	3	16
460	Ледяные Элементали	1	1	5	3	18
461	Зигзагообразная Молния	1	1	1	2	64
462	Громовой Камень	1	1	2	2	22
463	Буря	1	1	3	2	90
464	Искривленная Броня	1	1	4	2	66
465	Заряд Новы	1	1	5	2	73
466	Мстительная Сила	1	2	2	1	112
467	Лоренадо	1	2	1	1	88
468	Миазмы	1	2	3	1	108
469	Арахномантия	1	2	4	1	82
470	Рой	1	2	5	1	38
471	Лунный Удар	1	2	1	3	40
472	Хранитель	1	2	2	2	98
473	Тайный Поток	1	2	3	2	44
474	Сбор Маны	1	2	4	2	46
475	Буря Клинков	1	2	5	3	104
476	Проклятие Злой Феи	-1	0	0	0	0
477	Кратер	-1	0	0	0	0
478	Околдовывание	-1	3	1	1	50
479	Стойка Кракена	-1	0	0	0	102
480	Восход	-1	0	0	0	91
481	Электрический Снаряд	-1	0	0	0	111
482	Вспышка	-1	0	0	0	62
483		-1				
484	Превращение в Пакмана	-1	0	0	0	233
485	МультиПризыв	-1	0	0	0	0
486	МультиПризыв	-1	0	0	0	0
487	МультиПризыв	-1	0	0	0	0
488		-1				
489	Пика Бури	-1	0	0	0	0
490		-1				
491		-1				
492	Стрела	-1	0	0	0	0
493		-1				
494		-1				
495	Энергетический Луч	-1	0	0	0	133
496	Быстрота	-1	0	0	0	0
497		-1				
498	Коготь Торнадо	-1	0	0	0	83
499		-1				
500	Распятие	-1	1	1	1	2
501	Смерть Бога	-1	0	0	0	0
502		-1				
503	Энергетический Луч	-1	0	0	0	133
504		-1				
505		-1				
506		-1				
507	Шквал Дротиков	-1	0	0	0	0
508	Лягушачий Принц	-1	0	0	0	0
509		-1				
510	Дар Быстроты	-1	0	0	0	0
511	Дар Внутреннего Огня	-1	0	0	0	0
512		-1				
513	Дар Диких	-1	0	0	0	101
514	Дар Покорения	-1	0	0	0	113
515	Святая Ловушка	-1	0	0	0	86
516	Ледяной Луч	-1	0	0	0	194
517		-1				
518	Огненный Всплеск	-1	0	0	0	0
519		-1				
520	Охота на Лилит	-1	0	0	0	230
521	Охота на Лилит	-1	0	0	0	230
522		-1				
523		-1				
524		-1				
525	Дух Боли	-1	0	0	0	88
526		-1				
527		-1				
528		-1				
529		-1				
530	Руна Льда	-1	0	0	0	34
531	Ржавая Буря	-1	0	0	0	0
532		-1				
533	Снаряд Убийцы	-1	0	0	0	0
534	Атака	-1	0	0	0	3
535	Шипастая Нова	-1	0	0	0	0
536		-1				
537	Электрическая Ловушка	-1	0	0	0	0
538		-1				
539		-1				
540	Громовой Молот	-1	0	0	0	0
541	Громовая Волна	-1	0	0	0	0
542	Отложенный Удар	-1	0	0	0	74
543		-1				
544		-1				
545		-1				
546	Самоослабление 2	-1	0	0	0	0
547		-1				
548		-1				
549		-1				
550		-1				
551	Темный Призыв	-1	0	0	0	1
552		-1				
553		-1				
554		-1				
555		-1				
556		-1				
557		-1				
558		-1				
559		-1				
560		-1				
561		-1				
562	Аватар Тени	-1	0	0	0	120
563	Изгнание	-1	0	0	0	127
564	Ударная Волна	-1	0	0	0	96
565	Демоническая Скорость	-1	0	0	0	146
566	Каскад Огня	-1	0	0	0	84
567	Волна Ледяного Пламени	-1	0	0	0	135
568	Обладание	-1	0	0	0	212
569	Полет Воронов	-1	0	0	0	118
570	Сердце Ворона	-1	0	0	0	171
571	Оковы Льда	-1	0	0	0	200
572	Тайфунный Часовой	-1	0	0	0	123
573	Коготь Торнадо	-1	0	0	0	83
574	Адские Врата	-1	0	0	0	24
575		-1				
576		-1				
577		-1				
578		-1				
579	Зигзагообразная Молния	-1	0	0	0	0
580	Спираль Смерти	-1	0	0	0	0
581		-1				
582		-1				
583		-1				
584		-1				
585		-1				
586		-1				
587	Волна Времени	-1	0	0	0	138
588	Околдовывание	0	3	1	1	50
589	Вампирский Символ	6	3	1	1	58
590	Бессмертный	4	3	1	1	74
591	Симбиоз	5	3	1	3	74
592	Черная Месса	2	3	1	1	52
593	Божественное Явление	3	3	1	1	62
594	Символ Эзу	1	3	1	1	92
595	Камнепад	-1	1	5	2	6
596		-1				
597		-1				
598		-1				
599		-1				
600	Жажда Крови	-1	0	0	0	19
601	Кураре	0	3	5	1	52
602	Идеал	0	3	5	2	54
603	Дух Возмездия	0	3	5	3	56
604	Маяк	6	3	5	1	60
605	Путь Грифона	6	3	5	2	54
606		-1				
607		-1				
608	Повелитель Рун	4	3	5	2	54
609	Шаманский Транс	4	2	4	1	56
610	Сила Природы	5	3	5	1	62
611	Феерический Огонь	5	3	5	2	54
612	Сотрясение	5	3	5	3	56
613	Джинн	2	3	5	1	96
614	Избранник Ратмы	2	3	5	2	54
615	Опека Смерти	2	3	5	3	66
616	Воскрешение	3	3	5	3	52
617	Суперзверь	3	3	5	1	54
618	Рыцарь-Дракон	3	3	5	2	68
619	Хронополе	1	3	5	1	12
620	Кровь Ведьмы	1	3	5	2	26
621	Разящий Клинок	1	3	5	3	114
622		-1				
623		-1				
624	Фазовая Бомба	6	3	5	3	68
625	Отложенный Удар	-1	0	0	0	74
626		-1				
627		-1				
628	Клинок Скорпиона	-1	1	1	2	30
629	Теневая Буря	-1	0	0	0	0
630		-1				
631	Барьерный Удар	-1	1	3	3	84
632	Пентаграмма	-1	0	0	0	186
633		-1				
634	Засада	-1	0	0	0	0
635	Управляемая Цепь	-1	0	0	0	79
636	Серебряный Дротик	-1	0	0	0	121
637	Экзорцизм	-1	0	0	0	134
638		-1				
639		-1				
640		-1				
641		-1				
642	Рассеивание	-1	0	0	0	92
643	Сверхсила	-1	0	0	0	40
644	Дух Войны	0	3	1	3	58
645	Псионический Крик	6	2	3	2	24
646	Бог Грома	4	3	1	3	60
647	Призвать Сторожевое Древо-Врага	-1	0	0	0	54
648	Кладбище	2	3	1	3	68
649	Благословенная Жизнь	3	3	1	3	8
650		-1				
651		-1				
652	Золотой Телец	-1	0	0	0	192
653		-1				
654	Самоослабление 1	-1	0	0	0	0
655		-1				
656		-1				
657		-1				
658		-1				
659		-1				
660	Волна Силы	1	3	1	3	116
661		-1				
662		-1				
663	Коготь Медведя	-1	1	1	3	40
664	Нова Бегства	-1	0	0	0	0
665		-1				
666	Метка Кровавого Оратора	-1	0	0	0	141
667		-1				
668	Чемпионы Солнца	-1	0	0	0	142
669	Щит Молний	-1	0	0	0	168
670	Оверлорд	-1	0	0	0	122
671		-1				
672		-1				
673		-1				
674		-1				
675		-1				
676	Удар Херувима	-1	0	0	0	190
677		-1				
678		-1				
679		-1				
680	Супернова	-1	0	0	0	38
681	Жгучее Сияние	-1	0	0	0	170
682	Сера	-1	0	0	0	41
683	Призыв Трупа	-1	0	0	0	175
684	Рука Древних	-1	0	0	0	139
685	Теневая Форма	-1	0	0	0	0
686		-1				
687	Темная Сила	-1	0	0	0	57
688	Завоевание	-1	0	0	0	144
689	Подрезка	-1	0	0	0	167
690	Осторожный Удар	-1	0	0	0	55
691	Отложенный Удар	-1	0	0	0	74
692		-1				
693	Солнечное Копье	-1	0	0	0	107
694	Кольцо Смерти	-1	0	0	0	60
695	Теневой Клинок	-1	0	0	0	73
696		-1				
697	Кошмар	-1	0	0	0	103
698	Покорение	-1	0	0	0	75
699	Катаклизм	-1	0	0	0	35
700	Ледяная Нова	-1	0	0	0	36
701	Ледяной Вихрь	-1	0	0	0	196
702	Ледяная Нова	-1	0	0	0	36
703	Замерзшая Корона	-1	0	0	0	85
704	Каскад Молний	-1	0	0	0	116
705	Воронка	-1	0	0	0	76
706	Кольцо Маны	-1	0	0	0	68
707	Цветок Смерти	-1	0	0	0	58
708	Лярвы	-1	2	2	1	14
709		-1				
710	Сингулярность	-1	2	4	2	56
711	Осколки Смерти	-1	0	0	0	59
712	Очарование	-1	0	0	0	32
713		-1				
714		-1				
715		-1				
716		-1				
717		-1				
718		-1				
719		-1				
720		-1				
721		-1				
722		-1				
723		-1				
724		-1				
725	Призвать Темного Стража-Врага	-1	0	0	0	0
726		-1				
727		-1				
728		-1				
729		-1				
730		-1				
731		-1				
732		-1				
733	Кратер	-1	0	0	0	0
734		-1				
735		-1				
736		-1				
737		-1				
738		-1				
739		-1				
740		-1				
741		-1				
742		-1				
743		-1				
744		-1				
745	Осколочный Клинок	-1	0	0	0	0
746	Барьер Лезвий	-1	0	0	0	128
747		-1				
748		-1				
749		-1				
750		-1				
751	Каскад	-1	2	2	3	12
752		-1				
753		-1				
754	Громовая Волна	-1	0	0	0	0
755	Громовая Волна	-1	0	0	0	0
756	Лунная Королева	-1	1	4	2	60
757	Призыв Громового Медведя	-1	0	0	0	155
758	Поле Времени	-1	0	0	0	212
759		-1				
760	Варп-Столкновение	-1	0	0	0	0
761	Призыв Шокового Зверя	-1	0	0	0	213
762	Маяк	-1	3	5	1	60
763	Ужасающее Очарование	-1	0	0	0	165
764		-1				
765		-1				
766	Вулканический Поток	-1	0	0	0	150
767		-1				
768		-1				
769	Призвать Темного Нефалема-Врага	-1	0	0	0	0
770		-1				
771		-1				
772		-1				
773	Призыв Эдиремов	-1	0	0	0	4
774		-1				
775		-1				
776		-1				
777	Кровавая Вспышка	-1	0	0	0	52
778		-1				
779	Шипастая Нова	-1	0	0	0	0
780	Раскат Грома	-1	1	4	2	4
781	Ледяная Нова	-1	0	0	0	36
782		-1				
783		-1				
784	Залп	-1	1	5	2	38
785		-1				
786		-1				
787		-1				
788		-1				
789	Апокалипсис	-1	0	0	0	33
790	Баланс	-1	2	3	3	44
791	Призыв Утренней Звезды	-1	0	0	0	210
792	Призыв Измельчителя	-1	0	0	0	215
793	Призыв Монстра Бедствия	-1	0	0	0	207
794		-1				
795		-1				
796	Жертвы	-1	1	2	2	40
797	Тотем Стены Мертвых	-1	0	0	0	80
798	Нова Ледышек	-1	0	0	0	195
799		-1				
800	Острые Иглы	-1	0	0	0	119
801		-1				
802	Судьба	-1	0	0	0	206
803	Дротик	-1	0	0	0	0
804	Крепость	-1	2	3	2	34
805	Леденящий Страх	-1	0	0	0	56
806	Бросок Ножа	-1	0	0	0	0
807	Вспышка	-1	0	0	0	62
808		-1				
809	Руна Огня	-1	0	0	0	70
810		-1				
811	Звезда Смерти	-1	0	0	0	0
812	Призыв Падшего	-1	0	0	0	176
813		-1				
814	Живительная Кровь	-1	0	0	0	115
815	Эльфийские Орудия	-1	2	4	3	16
816	Тройная Нова	-1	0	0	0	220
817	Охранная Башня	-1	0	0	0	37
818	Сбор Маны	-1	2	4	2	46
819	Восторг	-1	1	2	2	42
820	Тройная Нова	-1	0	0	0	220
821	Жертвы	-1	1	2	2	40
822	Великое Очарование	-1	0	0	0	32
823	Вспышка Очарования	-1	0	0	0	32
824	Метеоритный Дождь	-1	0	0	0	47
825	Обратный Отсчет	-1	0	0	0	163
826	Электрическая Пика	-1	0	0	0	225
827	Охотящаяся Банши	-1	2	2	1	22
828	Аватар Зимы	-1	0	0	0	42
829	Врата Житана	-1	0	0	0	8
830	Ожог	-1	0	0	0	156
831	Метеоритный Дождь	-1	0	0	0	47
832	Время Молота	-1	0	0	0	224
833	Кровавая Звезда	-1	0	0	0	53
834	Ледяная Нова	-1	0	0	0	36
835	Обратный Отсчет	-1	0	0	0	163
836	Тройной Луч	-1	0	0	0	0
837		-1				
838		-1				
839	Кровавая Ярость	-1	0	0	0	162
840	Шоковый Цветок	-1	0	0	0	188
841		-1				
842		-1				
843		-1				
844		-1				
845		-1				
846		-1				
847		-1				
848		-1				
849		-1				
850		-1				
851	Элементаль	-1	2	1	1	20
852		-1				
853	Гамма-Поле	-1	0	0	0	44
854		-1				
855	Набег Коров	-1	0	0	0	0
856		-1				
857		-1				
858		-1				
859	Спиральный Танец	-1	0	0	0	93
860		-1				
861		-1				
862	Шквал Карателей	-1	0	0	0	0
863		-1				
864		-1				
865	Удар Пламени	-1	1	3	1	4
866	Огненная Канонада	-1	0	0	0	0
867		-1				
868		-1				
869	Огненная Канонада	-1	0	0	0	0
870	Призыв Грешника	-1	0	0	0	151
871	Призыв Лавины	-1	0	0	0	160
872	Призыв Светящегося Гриба	-1	0	0	0	166
873	Руна Маны	-1	0	0	0	71
874	Коготь Медведя	-1	1	1	3	40
875		-1				
876	Очищение	-1	0	0	0	10
877	Пороховая Бочка	-1	0	0	0	208
878		-1				
879	Жизненный Щит	5	3	1	1	76
880	Залп	-1	1	5	2	38
881	Стойка Журавля	-1	0	0	0	99
882	Пороховая Бочка	-1	0	0	0	208
883	Воронка Холода	-1	0	0	0	178
884	Часовой ПАН	-1	0	0	0	109
885	Часовой-Пэтриот	-1	0	0	0	211
886	Опустошение	-1	0	0	0	199
887	Беспощадный Удар	-1	0	0	0	191
888	Поле Шипов	-1	0	0	0	157
889	Бой Птиц	-1	0	0	0	181
890	Вспышка Гнева	-1	0	0	0	177
891	Море Крови	-1	0	0	0	193
892	Рука Древних	-1	0	0	0	139
893	Шаманский Транс	-1	2	4	1	56
894	Призвать Прихвостня-Врага	-1	0	0	0	217
895	Призвать Кровавого Голема-Врага	-1	0	0	0	216
896	Призвать Некробота-Врага	-1	0	0	0	218
897		-1				
898	Циклон	-1	0	0	0	222
899	Шквалистый Порыв	-1	0	0	0	154
900	Медуза	-1	0	0	0	117
901	Град Камней	-1	0	0	0	183
902	Шквальная Волна	-1	0	0	0	214
903	Туча Стрел	-1	0	0	0	126
904	Разгром	-1	0	0	0	143
905	Призыв Сирен	-1	0	0	0	152
906	Электрическая Опека	-1	0	0	0	203
907		-1				
908		-1				
909		-1				
910		-1				
911		-1				
912		-1				
913	Поле Шипов	-1	0	0	0	157
