Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	* Laz / notes	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
NoDesc	1	1	1	68		57				315	201	ac		146	160												amul	misl	spea					pspe					0	0	0
NoDesc	1	1	1	76		63				228	201	ac		161	200												amul	misl	spea					pspe					0	0	0
NoDesc	1	1	1	1	21	0				84	201	ac		6	10												ring												0	0	0
NoDesc	1	1	1	13	41	11				144	201	ac		11	15												ring												0	0	0
NoDesc	1	1	1	25	61	21				153	201	ac		16	20												ring												0	0	0
NoDesc	1	1	1	37	81	31				132	201	ac		21	25												ring												0	0	0
NoDesc	1	1	1	49		41				162	201	ac		26	30												ring												0	0	0
NoDesc	1	1	1	2	22	2				66	202	addxp		1	2												amul	belt	azhm	pzhm	phlm								0	0	0
NoDesc	1	1	1	9	34	8				93	202	addxp		3	4												amul	belt	azhm	pzhm	phlm								0	0	0
NoDesc	1	1	1	16	46	14				120	202	addxp		5	6												amul	belt	azhm	pzhm	phlm								0	0	0
NoDesc	1	1	1	24	58	20				147	202	addxp		7	8												amul	belt	azhm	pzhm	phlm								0	0	0
NoDesc	1	1	1	31	70	26				174	202	addxp		9	10												amul	belt	azhm	pzhm	phlm								0	0	0
NoDesc	1	1	1	38	82	32				201	202	addxp		11	12												amul	belt	azhm	pzhm	phlm								0	0	0
NoDesc	1	1	1	45	90	38				228	202	addxp		13	14												amul	belt	azhm	pzhm	phlm								0	0	0
NoDesc	1	1	1	52	90	44				255	202	addxp		15	16												amul	belt	azhm	pzhm	phlm								0	0	0
NoDesc	1	1	1	60	90	50				282	202	addxp		17	18												amul	belt	azhm	pzhm	phlm								0	0	0
NoDesc	1	1	1	67		56				309	202	addxp		19	20												amul	belt	azhm	pzhm	phlm								0	0	0
NoDesc	1	1	1	12	38	10				102	202	addxp		1	2												ring												0	0	0
NoDesc	1	1	1	27	63	22				159	202	addxp		3	4												ring												0	0	0
NoDesc	1	1	1	42	89	35				216	202	addxp		5	6												ring												0	0	0
NoDesc	1	1	1	57	90	48				273	202	addxp		7	8												ring												0	0	0
NoDesc	1	1	1	72		60				330	202	addxp		9	10												ring												0	0	0
NoDesc	1	1	1	18	49	15				126	202	addxp		1	1												helm	boot						azhm	pzhm	phlm			0	0	0
NoDesc	1	1	1	32	73	27				180	202	addxp		2	2												helm	boot						azhm	pzhm	phlm			0	0	0
NoDesc	1	1	1	47	90	39				234	202	addxp		3	3												helm	boot						azhm	pzhm	phlm			0	0	0
NoDesc	1	1	1	61	90	51				288	202	addxp		4	4												helm	boot						azhm	pzhm	phlm			0	0	0
NoDesc	1	1	1	76		63				342	202	addxp		5	5												helm	boot						azhm	pzhm	phlm			0	0	0
NoDesc	1	1	1	1	21	0				168	203	all-stats		1	3												tors	bswd	baxe										0	0	0
NoDesc	1	1	1	8	31	6				232	203	all-stats		3	5												tors	bswd	baxe										0	0	0
NoDesc	1	1	1	14	42	12				296	203	all-stats		6	8												tors	bswd	baxe										0	0	0
NoDesc	1	1	1	20	53	17				360	203	all-stats		9	11												tors	bswd	baxe										0	0	0
NoDesc	1	1	1	27	63	22				424	203	all-stats		11	13												tors	bswd	baxe										0	0	0
NoDesc	1	1	1	33	74	28				488	203	all-stats		14	16												tors	bswd	baxe										0	0	0
NoDesc	1	1	1	40	85	33				552	203	all-stats		17	19												tors	bswd	baxe										0	0	0
NoDesc	1	1	1	46	90	38				539	203	all-stats		19	21												tors	bswd	baxe										0	0	0
NoDesc	1	1	1	52	90	44				595	203	all-stats		22	24												tors	bswd	baxe										0	0	0
NoDesc	1	1	1	59	90	49				651	203	all-stats		25	30												tors	bswd	baxe										0	0	0
NoDesc	1	1	1	80		66				833	203	all-stats		31	40												tors	bswd	baxe										0	0	0
NoDesc	1	1	1	80		66				833	203	all-stats		41	50												tors	bswd	baxe										0	0	0
NoDesc	1	1	1	1	21	0				168	203	all-stats		1	2												belt	boot	glov	helm	amul	weap		bswd	baxe				0	0	0
NoDesc	1	1	1	13	41	11				288	203	all-stats		3	4												belt	boot	glov	helm	amul	weap		bswd	baxe				0	0	0
NoDesc	1	1	1	25	61	21				408	203	all-stats		5	6												belt	boot	glov	helm	amul	weap		bswd	baxe				0	0	0
NoDesc	1	1	1	37	81	31				528	203	all-stats		7	8												belt	boot	glov	helm	amul	weap		bswd	baxe				0	0	0
NoDesc	1	1	1	49	90	41				567	203	all-stats		9	10												belt	boot	glov	helm	amul	weap		bswd	baxe				0	0	0
NoDesc	1	1	1	61	90	51				672	203	all-stats		11	14												belt	boot	glov	helm	amul	weap		bswd	baxe				0	0	0
NoDesc	1	1	1	73		61				777	203	all-stats		15	20												belt	boot	glov	helm	amul	weap		bswd	baxe				0	0	0
NoDesc	1	1	1	80		66				833	203	all-stats		21	30												belt	boot	glov	helm	amul	weap		bswd	baxe				0	0	0
NoDesc	1	1	1	1	21	0				126	203	all-stats		1	2												ring												0	0	0
NoDesc	1	1	1	14	42	12				222	203	all-stats		3	4												ring												0	0	0
NoDesc	1	1	1	40	86	34				420	203	all-stats		5	7												ring												0	0	0
NoDesc	1	1	1	57		48				455	203	all-stats		8	10												ring												0	0	0
NoDesc	1	1	1	37	81	31				132	203	all-stats%		5	5												tors	bswd	baxe										0	0	0
NoDesc	1	1	1	59		49				186	203	all-stats%		10	10												tors	bswd	baxe										0	0	0
NoDesc	1	1	1	1	21	0				168	203	str		1	5												mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb			0	0	0
NoDesc	1	1	1	8	31	6				232	203	str		6	10												mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb			0	0	0
NoDesc	1	1	1	14	42	12				296	203	str		11	15												mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb			0	0	0
NoDesc	1	1	1	20	53	17				360	203	str		16	20												mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb			0	0	0
NoDesc	1	1	1	27	63	22				424	203	str		21	25												mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb			0	0	0
NoDesc	1	1	1	33	74	28				488	203	str		26	30												mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb			0	0	0
NoDesc	1	1	1	40	85	33				552	203	str		31	35												mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb			0	0	0
NoDesc	1	1	1	46	90	38				539	203	str		36	40												mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb			0	0	0
NoDesc	1	1	1	52	90	44				595	203	str		41	45												mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb			0	0	0
NoDesc	1	1	1	59	90	49				651	203	str		46	50												mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb			0	0	0
NoDesc	1	1	1	80		66				833	203	str		51	75												mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb			0	0	0
NoDesc	1	1	1	1	21	0				168	203	str		1	3												belt	boot	glov	helm	amul	misl		phlm	pzhm				0	0	0
NoDesc	1	1	1	13	41	11				288	203	str		4	6												belt	boot	glov	helm	amul	misl		phlm	pzhm				0	0	0
NoDesc	1	1	1	25	61	21				408	203	str		7	9												belt	boot	glov	helm	amul	misl		phlm	pzhm				0	0	0
NoDesc	1	1	1	37	81	31				528	203	str		10	12												belt	boot	glov	helm	amul	misl		phlm	pzhm				0	0	0
NoDesc	1	1	1	49	90	41				567	203	str		13	15												belt	boot	glov	helm	amul	misl		phlm	pzhm				0	0	0
NoDesc	1	1	1	61	90	51				672	203	str		16	18												belt	boot	glov	helm	amul	misl		phlm	pzhm				0	0	0
NoDesc	1	1	1	73		61				777	203	str		19	25												belt	boot	glov	helm	amul	misl		phlm	pzhm				0	0	0
NoDesc	1	1	1	80		66				833	203	str		26	40												belt	boot	glov	helm	amul	misl		phlm	pzhm				0	0	0
NoDesc	1	1	1	1	21	0				126	203	str		1	3												ring												0	0	0
NoDesc	1	1	1	14	42	12				222	203	str		4	6												ring												0	0	0
NoDesc	1	1	1	40	86	34				420	203	str		7	11												ring												0	0	0
NoDesc	1	1	1	57		48				455	203	str		12	15												ring												0	0	0
NoDesc	1	1	1	37	81	31				132	203	str%		10	10												mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb			0	0	0
NoDesc	1	1	1	59		49				186	203	str%		20	20												mele	tors	phlm	ashd	xbow	pzhm		staf	wand	orb			0	0	0
NoDesc	1	1	1	1	21	0				168	203	dex		1	5												bow	tors	scep	knif	azhm	ishd	nscy	xbow					0	0	0
NoDesc	1	1	1	8	31	6				232	203	dex		6	10												bow	tors	scep	knif	azhm	ishd	nscy	xbow					0	0	0
NoDesc	1	1	1	14	42	12				296	203	dex		11	15												bow	tors	scep	knif	azhm	ishd	nscy	xbow					0	0	0
NoDesc	1	1	1	20	53	17				360	203	dex		16	20												bow	tors	scep	knif	azhm	ishd	nscy	xbow					0	0	0
NoDesc	1	1	1	27	63	22				424	203	dex		21	25												bow	tors	scep	knif	azhm	ishd	nscy	xbow					0	0	0
NoDesc	1	1	1	33	74	28				488	203	dex		26	30												bow	tors	scep	knif	azhm	ishd	nscy	xbow					0	0	0
NoDesc	1	1	1	40	85	33				552	203	dex		31	35												bow	tors	scep	knif	azhm	ishd	nscy	xbow					0	0	0
NoDesc	1	1	1	46	90	38				539	203	dex		36	40												bow	tors	scep	knif	azhm	ishd	nscy	xbow					0	0	0
NoDesc	1	1	1	52	90	44				595	203	dex		41	45												bow	tors	scep	knif	azhm	ishd	nscy	xbow					0	0	0
NoDesc	1	1	1	59	90	49				651	203	dex		46	50												bow	tors	scep	knif	azhm	ishd	nscy	xbow					0	0	0
NoDesc	1	1	1	80		66				833	203	dex		51	75												bow	tors	scep	knif	azhm	ishd	nscy	xbow					0	0	0
NoDesc	1	1	1	1	21	0				168	203	dex		1	3												belt	boot	glov	helm	amul	weap	misl	bow	scep	nscy	pelt		0	0	0
NoDesc	1	1	1	13	41	11				288	203	dex		4	6												belt	boot	glov	helm	amul	weap	misl	bow	scep	nscy	pelt		0	0	0
NoDesc	1	1	1	25	61	21				408	203	dex		7	9												belt	boot	glov	helm	amul	weap	misl	bow	scep	nscy	pelt		0	0	0
NoDesc	1	1	1	37	81	31				528	203	dex		10	12												belt	boot	glov	helm	amul	weap	misl	bow	scep	nscy	pelt		0	0	0
NoDesc	1	1	1	49	90	41				567	203	dex		13	15												belt	boot	glov	helm	amul	weap	misl	bow	scep	nscy	pelt		0	0	0
NoDesc	1	1	1	61	90	51				672	203	dex		16	18												belt	boot	glov	helm	amul	weap	misl	bow	scep	nscy	pelt		0	0	0
NoDesc	1	1	1	73		61				777	203	dex		19	25												belt	boot	glov	helm	amul	weap	misl	bow	scep	nscy	pelt		0	0	0
NoDesc	1	1	1	80		66				833	203	dex		26	40												belt	boot	glov	helm	amul	weap	misl	bow	scep	nscy	pelt		0	0	0
NoDesc	1	1	1	1	21	0				126	203	dex		1	3												ring												0	0	0
NoDesc	1	1	1	14	42	12				222	203	dex		4	6												ring												0	0	0
NoDesc	1	1	1	40	86	34				420	203	dex		7	11												ring												0	0	0
NoDesc	1	1	1	57		48				455	203	dex		12	15												ring												0	0	0
NoDesc	1	1	1	37	81	31				132	203	dex%		10	10												bow	tors	scep	staf	azhm	ishd	nscy	xbow					0	0	0
NoDesc	1	1	1	59		49				186	203	dex%		20	20												bow	tors	scep	staf	azhm	ishd	nscy	xbow					0	0	0
NoDesc	1	1	1	1	21	0				168	203	vit		1	5												tors	pole	scep	ashd	pclb	pmac	pham						0	0	0
NoDesc	1	1	1	8	31	6				232	203	vit		6	10												tors	pole	scep	ashd	pclb	pmac	pham						0	0	0
NoDesc	1	1	1	14	42	12				296	203	vit		11	15												tors	pole	scep	ashd	pclb	pmac	pham						0	0	0
NoDesc	1	1	1	20	53	17				360	203	vit		16	20												tors	pole	scep	ashd	pclb	pmac	pham						0	0	0
NoDesc	1	1	1	27	63	22				424	203	vit		21	25												tors	pole	scep	ashd	pclb	pmac	pham						0	0	0
NoDesc	1	1	1	33	74	28				488	203	vit		26	30												tors	pole	scep	ashd	pclb	pmac	pham						0	0	0
NoDesc	1	1	1	40	85	33				552	203	vit		31	35												tors	pole	scep	ashd	pclb	pmac	pham						0	0	0
NoDesc	1	1	1	46	90	38				539	203	vit		36	40												tors	pole	scep	ashd	pclb	pmac	pham						0	0	0
NoDesc	1	1	1	52	90	44				595	203	vit		41	45												tors	pole	scep	ashd	pclb	pmac	pham						0	0	0
NoDesc	1	1	1	59	90	49				651	203	vit		46	50												tors	pole	scep	ashd	pclb	pmac	pham						0	0	0
NoDesc	1	1	1	80		66				833	203	vit		51	75												tors	pole	scep	ashd	pclb	pmac	pham						0	0	0
NoDesc	1	1	1	1	21	0				168	203	vit		1	5												pspe	azsd	nscy										0	0	0
NoDesc	1	1	1	8	31	6				232	203	vit		6	10												pspe	azsd	nscy										0	0	0
NoDesc	1	1	1	14	42	12				296	203	vit		11	15												pspe	azsd	nscy										0	0	0
NoDesc	1	1	1	20	53	17				360	203	vit		16	20												pspe	azsd	nscy										0	0	0
NoDesc	1	1	1	27	63	22				424	203	vit		21	25												pspe	azsd	nscy										0	0	0
NoDesc	1	1	1	33	74	28				488	203	vit		26	30												pspe	azsd	nscy										0	0	0
NoDesc	1	1	1	40	85	33				552	203	vit		31	35												pspe	azsd	nscy										0	0	0
NoDesc	1	1	1	46	90	38				539	203	vit		36	40												pspe	azsd	nscy										0	0	0
NoDesc	1	1	1	52	90	44				595	203	vit		41	45												pspe	azsd	nscy										0	0	0
NoDesc	1	1	1	59	90	49				651	203	vit		46	50												pspe	azsd	nscy										0	0	0
NoDesc	1	1	1	80		66				833	203	vit		51	75												pspe	azsd	nscy										0	0	0
NoDesc	1	1	1	1	21	0				168	203	vit		1	3												belt	boot	glov	helm	amul	shld	pspe	ashd					0	0	0
NoDesc	1	1	1	13	41	11				288	203	vit		4	6												belt	boot	glov	helm	amul	shld	pspe	ashd					0	0	0
NoDesc	1	1	1	25	61	21				408	203	vit		7	9												belt	boot	glov	helm	amul	shld	pspe	ashd					0	0	0
NoDesc	1	1	1	37	81	31				528	203	vit		10	12												belt	boot	glov	helm	amul	shld	pspe	ashd					0	0	0
NoDesc	1	1	1	49	90	41				567	203	vit		13	15												belt	boot	glov	helm	amul	shld	pspe	ashd					0	0	0
NoDesc	1	1	1	61	90	51				672	203	vit		16	18												belt	boot	glov	helm	amul	shld	pspe	ashd					0	0	0
NoDesc	1	1	1	73		61				777	203	vit		19	25												belt	boot	glov	helm	amul	shld	pspe	ashd					0	0	0
NoDesc	1	1	1	80		66				833	203	vit		26	40												belt	boot	glov	helm	amul	shld	pspe	ashd					0	0	0
NoDesc	1	1	1	1	21	0				126	203	vit		1	3												ring												0	0	0
NoDesc	1	1	1	14	42	12				222	203	vit		4	6												ring												0	0	0
NoDesc	1	1	1	40	86	34				420	203	vit		7	11												ring												0	0	0
NoDesc	1	1	1	57		48				455	203	vit		12	15												ring												0	0	0
NoDesc	1	1	1	37	81	31				132	203	vit%		10	10												tors	pole	scep	ashd	pclb	pmac	pham						0	0	0
NoDesc	1	1	1	37	81	31				132	203	vit%		10	10												pspe	azsd	nscy										0	0	0
NoDesc	1	1	1	59		49				186	203	vit%		20	20												tors	pole	scep	ashd	pclb	pmac	pham						0	0	0
NoDesc	1	1	1	59		49				186	203	vit%		20	20												pspe	azsd	nscy										0	0	0
NoDesc	1	1	1	1	21	0				168	203	enr		1	5												staf	scep	crsd	pelt	head	circ	stor						0	0	0
NoDesc	1	1	1	8	31	6				232	203	enr		6	10												staf	scep	crsd	pelt	head	circ	stor						0	0	0
NoDesc	1	1	1	14	42	12				296	203	enr		11	15												staf	scep	crsd	pelt	head	circ	stor						0	0	0
NoDesc	1	1	1	20	53	17				360	203	enr		16	20												staf	scep	crsd	pelt	head	circ	stor						0	0	0
NoDesc	1	1	1	27	63	22				424	203	enr		21	25												staf	scep	crsd	pelt	head	circ	stor						0	0	0
NoDesc	1	1	1	33	74	28				488	203	enr		26	30												staf	scep	crsd	pelt	head	circ	stor						0	0	0
NoDesc	1	1	1	40	85	33				552	203	enr		31	35												staf	scep	crsd	pelt	head	circ	stor						0	0	0
NoDesc	1	1	1	46	90	38				539	203	enr		36	40												staf	scep	crsd	pelt	head	circ	stor						0	0	0
NoDesc	1	1	1	52	90	44				595	203	enr		41	45												staf	scep	crsd	pelt	head	circ	stor						0	0	0
NoDesc	1	1	1	59	90	49				651	203	enr		46	50												staf	scep	crsd	pelt	head	circ	stor						0	0	0
NoDesc	1	1	1	80		66				833	203	enr		51	75												staf	scep	crsd	pelt	head	circ	stor						0	0	0
NoDesc	1	1	1	1	21	0				168	203	enr		1	3												belt	boot	glov	helm	amul	h2h	tors	circ	stor				0	0	0
NoDesc	1	1	1	13	41	11				288	203	enr		4	6												belt	boot	glov	helm	amul	h2h	tors	circ	stor				0	0	0
NoDesc	1	1	1	25	61	21				408	203	enr		7	9												belt	boot	glov	helm	amul	h2h	tors	circ	stor				0	0	0
NoDesc	1	1	1	37	81	31				528	203	enr		10	12												belt	boot	glov	helm	amul	h2h	tors	circ	stor				0	0	0
NoDesc	1	1	1	49	90	41				567	203	enr		13	15												belt	boot	glov	helm	amul	h2h	tors	circ	stor				0	0	0
NoDesc	1	1	1	61	90	51				672	203	enr		16	18												belt	boot	glov	helm	amul	h2h	tors	circ	stor				0	0	0
NoDesc	1	1	1	73		61				777	203	enr		19	25												belt	boot	glov	helm	amul	h2h	tors	circ	stor				0	0	0
NoDesc	1	1	1	80		66				833	203	enr		26	40												belt	boot	glov	helm	amul	h2h	tors	circ	stor				0	0	0
NoDesc	1	1	1	1	21	0				168	203	enr		1	3												ashd	azsd	ishd	wand									0	0	0
NoDesc	1	1	1	13	41	11				288	203	enr		4	6												ashd	azsd	ishd	wand									0	0	0
NoDesc	1	1	1	25	61	21				408	203	enr		7	9												ashd	azsd	ishd	wand									0	0	0
NoDesc	1	1	1	37	81	31				528	203	enr		10	12												ashd	azsd	ishd	wand									0	0	0
NoDesc	1	1	1	49	90	41				567	203	enr		13	15												ashd	azsd	ishd	wand									0	0	0
NoDesc	1	1	1	61	90	51				672	203	enr		16	18												ashd	azsd	ishd	wand									0	0	0
NoDesc	1	1	1	73		61				777	203	enr		19	25												ashd	azsd	ishd	wand									0	0	0
NoDesc	1	1	1	80		66				833	203	enr		26	40												ashd	azsd	ishd	wand									0	0	0
NoDesc	1	1	1	1	21	0				126	203	enr		1	3												ring	tors	stor										0	0	0
NoDesc	1	1	1	14	42	12				222	203	enr		4	6												ring	tors	stor										0	0	0
NoDesc	1	1	1	40	86	34				420	203	enr		7	11												ring	tors	stor										0	0	0
NoDesc	1	1	1	57		48				455	203	enr		12	15												ring	tors	stor										0	0	0
NoDesc	1		1	37	81	31				132	203	enr%		10	10												staf	scep	ashd	pelt	head	circ	stor						0	0	0
NoDesc	1		1	59		49				186	203	enr%		20	20												staf	scep	ashd	pelt	head	circ	stor						0	0	0
NoDesc	1	1	1	1	21	0				168	204	att%		11	25												weap												0	0	0
NoDesc	1	1	1	9	34	8				248	204	att%		26	40												weap												0	0	0
NoDesc	1	1	1	17	47	14				328	204	att%		41	55												weap												0	0	0
NoDesc	1	1	1	25	61	21				408	204	att%		56	70												weap												0	0	0
NoDesc	1	1	1	33	74	28				427	204	att%		71	85												weap												0	0	0
NoDesc	1	1	1	41	87	34				497	204	att%		86	100												weap												0	0	0
NoDesc	1	1	1	49	90	41				486	204	att%		101	115												weap												0	0	0
NoDesc	1	1	1	57	90	48				546	204	att%		116	130												weap												0	0	0
NoDesc	1	1	1	65	90	54				505	204	att%		131	145												weap												0	0	0
NoDesc	1	1	1	73		61				555	204	att%		146	180												weap												0	0	0
NoDesc	1	1	1	80		66				595	204	att%		181	250												weap												0	0	0
NoDesc	1	1	1	5	27	4				208	204	att%		6	10												glov	ring	misl										0	0	0
NoDesc	1	1	1	13	41	11				252	204	att%		11	15												glov	ring	misl										0	0	0
NoDesc	1	1	1	21	54	18				276	204	att%		16	20												glov	ring	misl										0	0	0
NoDesc	1	1	1	29	67	24				280	204	att%		21	30												glov	ring	misl										0	0	0
NoDesc	1	1	1	37	81	31				264	204	att%		31	50												glov	ring	misl										0	0	0
NoDesc	1		1	1	21	0				210	205	block		1	3												shld	scep											0	0	0
NoDesc	1		1	8	33	7				300	205	block		4	6												shld	scep											0	0	0
NoDesc	1		1	16	45	13				390	205	block		7	9												shld	scep											0	0	0
NoDesc	1		1	23	57	19				432	205	block		10	12												shld	scep											0	0	0
NoDesc	1		1	30	69	25				513	205	block		13	15												shld	scep											0	0	0
NoDesc	1		1	37	81	31				528	205	block		16	18												shld	scep											0	0	0
NoDesc	1		1	44	90	37				525	205	block		19	21												shld	scep											0	0	0
NoDesc	1		1	52	90	43				504	205	block		22	24												shld	scep											0	0	0
NoDesc	1		1	59	90	49				465	205	block		25	27												shld	scep											0	0	0
NoDesc	1		1	66	90	55				306	205	block		28	30												shld	scep											0	0	0
NoDesc	1		1	80		66				357	205	block		31	40												shld	scep											0	0	0
NoDesc	1		1	80		66				357	205	block		41	50												shld	scep											0	0	0
NoDesc	1		1	15	43	12				152	205	block		1	2												amul	glov	pzhm										0	0	0
NoDesc	1		1	24	59	20				200	205	block		3	4												amul	glov	pzhm										0	0	0
NoDesc	1		1	34	75	28				248	205	block		5	6												amul	glov	pzhm										0	0	0
NoDesc	1		1	44	90	36				296	205	block		7	8												amul	glov	pzhm										0	0	0
NoDesc	1		1	53		44				344	205	block		9	10												amul	glov	pzhm										0	0	0
NoDesc	1	1	1	8	33	7				900	206	dmg-max		1	20												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	16	45	13				1170	206	dmg-max		21	40												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	23	57	19				1296	206	dmg-max		41	60												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	30	69	25				1368	206	dmg-max		61	80												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	37	81	31				1386	206	dmg-max		81	100												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	44	90	37				1350	206	dmg-max		101	120												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	52	90	43				1260	206	dmg-max		121	140												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	59	90	49				1116	206	dmg-max		141	160												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	66	90	55				918	206	dmg-max		161	180												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	73	90	61				666	206	dmg-max		181	250												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	80		66				714	206	dmg-max		251	300												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	80		66				1192	206	dmg-max		301	350												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	16	45	13				234	206	dmg-max		1	10												glov	amul	misl	ishd	azhm	azsd	phlm						0	0	0
NoDesc	1	1	1	28	65	23				270	206	dmg-max		11	20												glov	amul	misl	ishd	azhm	azsd	phlm						0	0	0
NoDesc	1	1	1	40	85	33				276	206	dmg-max		21	30												glov	amul	misl	ishd	azhm	azsd	phlm						0	0	0
NoDesc	1	1	1	52	90	43				252	206	dmg-max		31	40												glov	amul	misl	ishd	azhm	azsd	phlm						0	0	0
NoDesc	1	1	1	64	90	53				198	206	dmg-max		41	50												glov	amul	misl	ishd	azhm	azsd	phlm						0	0	0
NoDesc	1	1	1	76		63				114	206	dmg-max		51	75												glov	amul	misl	ishd	azhm	azsd	phlm						0	0	0
NoDesc	1	1	1	3	23	2				138	207	cold-min		1	2		cold-max		3	10	cold-len		6	15			weap												0	0	0
NoDesc	1	1	1	14	42	12				222	207	cold-min		1	5		cold-max		6	20	cold-len		16	25			weap												0	0	0
NoDesc	1	1	1	25	61	21				255	207	cold-min		1	10		cold-max		11	40	cold-len		26	35			weap												0	0	0
NoDesc	1	1	1	36	79	30				325	207	cold-min		1	20		cold-max		21	80	cold-len		36	45			weap												0	0	0
NoDesc	1	1	1	48	90	40				395	207	cold-min		1	40		cold-max		41	160	cold-len		46	55			weap												0	0	0
NoDesc	1	1	1	59	90	49				372	207	cold-min		1	80		cold-max		81	320	cold-len		56	65			weap												0	0	0
NoDesc	1	1	1	70	90	58				428	207	cold-min		1	160		cold-max		161	640	cold-len		66	75			weap												0	0	0
NoDesc	1	1	1	80		66				476	207	cold-min		161	320		cold-max		641	960	cold-len		66	75			weap												0	0	0
NoDesc	1	1	1	3	23	2				138	207	fire-min		1	2		fire-max		3	10							weap												0	0	0
NoDesc	1	1	1	14	42	12				222	207	fire-min		1	5		fire-max		6	20							weap												0	0	0
NoDesc	1	1	1	25	61	21				255	207	fire-min		1	10		fire-max		11	40							weap												0	0	0
NoDesc	1	1	1	36	79	30				325	207	fire-min		1	20		fire-max		21	80							weap												0	0	0
NoDesc	1	1	1	48	90	40				395	207	fire-min		1	40		fire-max		41	160							weap												0	0	0
NoDesc	1	1	1	59	90	49				372	207	fire-min		1	80		fire-max		81	320							weap												0	0	0
NoDesc	1	1	1	70	90	58				428	207	fire-min		1	160		fire-max		161	640							weap												0	0	0
NoDesc	1	1	1	80		66				476	207	fire-min		161	320		fire-max		641	960							weap												0	0	0
