Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	* Laz / Notes	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
NoDesc	1	1	1	7	30	6				168	105	cast3		5	5												staf	wand	orb										0	0	0
NoDesc	1	1	1	17	47	14				246	105	cast3		10	10												staf	wand	orb										0	0	0
NoDesc	1	1	1	28	65	23				324	105	cast3		15	15												staf	wand	orb										0	0	0
NoDesc	1	1	1	38	82	32				402	105	cast3		20	20												staf	wand	orb										0	0	0
NoDesc	1	1	1	48	90	40				480	105	cast3		25	25												staf	wand	orb										0	0	0
NoDesc	1	1	1	59		49				558	105	cast3		30	30												staf	wand	orb										0	0	0
NoDesc	1	1	1	69		58				636	105	cast3		35	35												staf	wand	orb										0	0	0
NoDesc	1	1	1	12	38	10				68	105	cast3		5	5												glov	amul	head	scrd	azsd	nknf							0	0	0
NoDesc	1	1	1	25	61	21				102	105	cast3		10	10												glov	amul	head	scrd	azsd	nknf							0	0	0
NoDesc	1	1	1	39	83	32				136	105	cast3		15	15												glov	amul	head	scrd	azsd	nknf							0	0	0
NoDesc	1	1	1	52		44				170	105	cast3		20	20												glov	amul	head	scrd	azsd	nknf							0	0	0
NoDesc	1	1	1	20	51	16				88	105	cast3		5	5												ring	crsd						scrd					0	0	0
NoDesc	1	1	1	37	81	31				132	105	cast3		10	10												ring	crsd						scrd					0	0	0
NoDesc	1	1	1	3	23	2				690	106	dmg%		21	30												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	5	27	4				780	106	dmg%		31	40												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	8	31	6				870	106	dmg%		41	50												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	10	35	8				960	106	dmg%		51	60												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	12	39	10				945	106	dmg%		61	70												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	15	43	12				1026	106	dmg%		71	80												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	17	47	14				1107	106	dmg%		81	90												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	20	51	16				1188	106	dmg%		91	100												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	22	55	18				1128	106	dmg%		101	110												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	24	59	20				1200	106	dmg%		111	120												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	27	63	22				1272	106	dmg%		121	130												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	29	67	24				1344	106	dmg%		131	140												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	32	71	26				1423	106	dmg%		141	150												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	34	75	28				1509	106	dmg%		151	160												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	36	79	30				1603	106	dmg%		161	170												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	39	83	32				1706	106	dmg%		171	180												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	41	87	34				1819	106	dmg%		181	190												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	44	90	36				1943	106	dmg%		191	200												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	46	90	38				2079	106	dmg%		201	210												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	48	90	40				2228	106	dmg%		211	220												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	51	90	42				2391	106	dmg%		221	230												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	53	90	44				2570	106	dmg%		231	240												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	56	90	46				2766	106	dmg%		241	250												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	58		48				2981	106	dmg%		251	260												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	60		50				3217	106	dmg%		261	270												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	63		52				3476	106	dmg%		271	280												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	65		54				3760	106	dmg%		281	300												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	80		66				4072	106	dmg%		301	350												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	27	63	22				1885	106	dmg%		181	200	Crystalline	dur%		-60	-80							weap							bow	thro	xbow	staf	scep	0	0	0
NoDesc	1	1	1	70		58				1802	106	dmg%		301	350	Crystalline	dur%		-60	-80							weap							bow	thro	xbow	staf	scep	0	0	0
NoDesc	1	1	1	8	33	7				540	107	dmg-min		1	10												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	16	45	13				702	107	dmg-min		11	20												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	23	57	19				864	107	dmg-min		21	30												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	30	69	25				855	107	dmg-min		31	40												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	37	81	31				990	107	dmg-min		41	50												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	44	90	37				1125	107	dmg-min		51	60												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	52	90	43				1008	107	dmg-min		61	70												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	59	90	49				837	107	dmg-min		71	80												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	66		55				612	107	dmg-min		81	90												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	73		61				333	107	dmg-min		91	150												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	80		66				357	107	dmg-min		151	300												weap							wand	orb	staf	scep		0	0	0
NoDesc	1	1	1	16	45	13				156	107	dmg-min		1	5												glov	amul	misl	pzhm	basd	azsd	ishd						0	0	0
NoDesc	1	1	1	28	65	23				216	107	dmg-min		6	10												glov	amul	misl	pzhm	basd	azsd	ishd						0	0	0
NoDesc	1	1	1	40	85	33				276	107	dmg-min		11	15												glov	amul	misl	pzhm	basd	azsd	ishd						0	0	0
NoDesc	1	1	1	52	90	43				252	107	dmg-min		16	20												glov	amul	misl	pzhm	basd	azsd	ishd						0	0	0
NoDesc	1	1	1	64	90	53				297	107	dmg-min		21	25												glov	amul	misl	pzhm	basd	azsd	ishd						0	0	0
NoDesc	1	1	1	76		63				228	107	dmg-min		26	30												glov	amul	misl	pzhm	basd	azsd	ishd						0	0	0
NoDesc	1	1	1	80		66				238	107	dmg-min		31	50												glov	amul	misl	pzhm	basd	azsd	ishd						0	0	0
NoDesc	1	1	1	1	21	0				63	108	dur%		11	20												armo	weap						bow	thro	xbow	circ		0	0	0
NoDesc	1	1	1	10	35	8				96	108	dur%		21	30												armo	weap						bow	thro	xbow	circ		0	0	0
NoDesc	1	1	1	19	50	16				129	108	dur%		31	40												armo	weap						bow	thro	xbow	circ		0	0	0
NoDesc	1	1	1	28	65	23				162	108	dur%		41	50												armo	weap						bow	thro	xbow	circ		0	0	0
NoDesc	1	1	1	36	79	30				195	108	dur%		51	60												armo	weap						bow	thro	xbow	circ		0	0	0
NoDesc	1	1	1	45	85	38				228	108	dur%		61	70												armo	weap						bow	thro	xbow	circ		0	0	0
NoDesc	1	1	1	54	85	45				261	108	dur%		71	80												armo	weap						bow	thro	xbow	circ		0	0	0
NoDesc	1	1	1	63	85	52				294	108	dur%		81	100												armo	weap						bow	thro	xbow	circ		0	0	0
NoDesc	1	1	1	35	77	29				378	110	indestruct		1	1												armo	weap						bow	thro	xbow	circ		0	0	0
NoDesc	1	1	1	1	21	0				252	109	enr-factor		11	20												staf	nscy	pspe										0	0	0
NoDesc	1	1	1	5	27	4				312	109	enr-factor		21	30												staf	nscy	pspe										0	0	0
NoDesc	1	1	1	16	46	14				480	109	enr-factor		31	40												staf	nscy	pspe										0	0	0
NoDesc	1	1	1	28	65	23				648	109	enr-factor		41	50												staf	nscy	pspe										0	0	0
NoDesc	1	1	1	39	83	32				816	109	enr-factor		51	60												staf	nscy	pspe										0	0	0
NoDesc	1	1	1	50	90	42				984	109	enr-factor		61	70												staf	nscy	pspe										0	0	0
NoDesc	1	1	1	61	90	51				1152	109	enr-factor		71	80												staf	nscy	pspe										0	0	0
NoDesc	1	1	1	75		62				1356	109	enr-factor		81	90												staf	nscy	pspe										0	0	0
NoDesc	1	1	1	80		66				1428	109	enr-factor		91	100												staf	nscy	pspe										0	0	0
NoDesc	1	1	1	9	34	8				279	109	enr-factor		6	10												amul	crsd	wand	head	scep	circ	azhm						0	0	0
NoDesc	1	1	1	22	55	18				423	109	enr-factor		11	15												amul	crsd	wand	head	scep	circ	azhm						0	0	0
NoDesc	1	1	1	35	77	29				567	109	enr-factor		16	20												amul	crsd	wand	head	scep	circ	azhm						0	0	0
NoDesc	1	1	1	48	90	40				711	109	enr-factor		21	25												amul	crsd	wand	head	scep	circ	azhm						0	0	0
NoDesc	1	1	1	60	90	50				855	109	enr-factor		26	30												amul	crsd	wand	head	scep	circ	azhm						0	0	0
NoDesc	1	1	1	73		61				999	109	enr-factor		31	35												amul	crsd	wand	head	scep	circ	azhm						0	0	0
NoDesc	1	1	1	80		66				1071	109	enr-factor		36	40												amul	crsd	wand	head	scep	circ	azhm						0	0	0
NoDesc	1	1	1	25	61	21				306	109	enr-factor		3	5												ring	glov	nknf	ashd	azsd	h2h	club						0	0	0
NoDesc	1	1	1	34	75	28				372	109	enr-factor		6	8												ring	glov	nknf	ashd	azsd	h2h	club						0	0	0
NoDesc	1	1	1	43	90	36				438	109	enr-factor		9	11												ring	glov	nknf	ashd	azsd	h2h	club						0	0	0
NoDesc	1	1	1	52	90	43				504	109	enr-factor		12	14												ring	glov	nknf	ashd	azsd	h2h	club						0	0	0
NoDesc	1	1	1	60	90	50				570	109	enr-factor		15	17												ring	glov	nknf	ashd	azsd	h2h	club						0	0	0
NoDesc	1	1	1	69		58				636	109	enr-factor		18	20												ring	glov	nknf	ashd	azsd	h2h	club						0	0	0
NoDesc	1	1	1	5	27	4				312	110	extra-all		6	10												staf												0	0	0
NoDesc	1	1	1	16	46	14				480	110	extra-all		11	15												staf												0	0	0
NoDesc	1	1	1	28	65	23				648	110	extra-all		16	20												staf												0	0	0
NoDesc	1	1	1	39	83	32				816	110	extra-all		21	25												staf												0	0	0
NoDesc	1	1	1	50	90	42				984	110	extra-all		26	30												staf												0	0	0
NoDesc	1	1	1	61	90	51				1152	110	extra-all		31	35												staf												0	0	0
NoDesc	1	1	1	75		62				1356	110	extra-all		36	40												staf												0	0	0
NoDesc	1	1	1	80		66				1428	110	extra-all		41	50												staf												0	0	0
NoDesc	1	1	1	9	34	8				279	110	extra-all		2	4												glov	amul	crsd	wand	head	scep	circ						0	0	0
NoDesc	1	1	1	22	55	18				423	110	extra-all		5	7												glov	amul	crsd	wand	head	scep	circ						0	0	0
NoDesc	1	1	1	35	77	29				567	110	extra-all		8	10												glov	amul	crsd	wand	head	scep	circ						0	0	0
NoDesc	1	1	1	48	90	40				711	110	extra-all		11	13												glov	amul	crsd	wand	head	scep	circ						0	0	0
NoDesc	1	1	1	60	90	50				855	110	extra-all		14	16												glov	amul	crsd	wand	head	scep	circ						0	0	0
NoDesc	1	1	1	73		61				999	110	extra-all		17	19												glov	amul	crsd	wand	head	scep	circ						0	0	0
NoDesc	1	1	1	80		66				1071	110	extra-all		20	25												glov	amul	crsd	wand	head	scep	circ						0	0	0
NoDesc	1	1	1	25	61	21				306	110	extra-all		1	3												ring	belt	helm	nscy	nknf	ashd		circ					0	0	0
NoDesc	1	1	1	42	89	35				432	110	extra-all		4	6												ring	belt	helm	nscy	nknf	ashd		circ					0	0	0
NoDesc	1	1	1	59	90	49				558	110	extra-all		7	9												ring	belt	helm	nscy	nknf	ashd		circ					0	0	0
NoDesc	1	1	1	80		66				714	110	extra-all		10	15												ring	belt	helm	nscy	nknf	ashd		circ					0	0	0
NoDesc	1	1	1	5	27	4				312	110	extra-cold		6	10												orb	pelt	stor	pspe									0	0	0
NoDesc	1	1	1	16	46	14				480	110	extra-cold		11	15												orb	pelt	stor	pspe									0	0	0
NoDesc	1	1	1	28	65	23				648	110	extra-cold		16	20												orb	pelt	stor	pspe									0	0	0
NoDesc	1	1	1	39	83	32				816	110	extra-cold		21	25												orb	pelt	stor	pspe									0	0	0
NoDesc	1	1	1	50	90	42				984	110	extra-cold		26	30												orb	pelt	stor	pspe									0	0	0
NoDesc	1	1	1	61	90	51				1152	110	extra-cold		31	35												orb	pelt	stor	pspe									0	0	0
NoDesc	1	1	1	75		62				1356	110	extra-cold		36	40												orb	pelt	stor	pspe									0	0	0
NoDesc	1	1	1	80		66				1428	110	extra-cold		41	50												orb	pelt	stor	pspe									0	0	0
NoDesc	1	1	1	9	34	8				279	110	extra-cold		3	5												glov	amul	scep	h2h	crsd	dbow	ishd						0	0	0
NoDesc	1	1	1	22	55	18				423	110	extra-cold		6	8												glov	amul	scep	h2h	crsd	dbow	ishd						0	0	0
NoDesc	1	1	1	35	77	29				567	110	extra-cold		9	11												glov	amul	scep	h2h	crsd	dbow	ishd						0	0	0
NoDesc	1	1	1	48	90	40				711	110	extra-cold		12	14												glov	amul	scep	h2h	crsd	dbow	ishd						0	0	0
NoDesc	1	1	1	60	90	50				855	110	extra-cold		15	17												glov	amul	scep	h2h	crsd	dbow	ishd						0	0	0
NoDesc	1	1	1	73		61				999	110	extra-cold		18	20												glov	amul	scep	h2h	crsd	dbow	ishd						0	0	0
NoDesc	1	1	1	80		66				1071	110	extra-cold		21	40												glov	amul	scep	h2h	crsd	dbow	ishd						0	0	0
NoDesc	1	1	1	9	34	8				279	110	extra-cold		3	5												wand	head	pzhm	pclb	pmac								0	0	0
NoDesc	1	1	1	22	55	18				423	110	extra-cold		6	8												wand	head	pzhm	pclb	pmac								0	0	0
NoDesc	1	1	1	35	77	29				567	110	extra-cold		9	11												wand	head	pzhm	pclb	pmac								0	0	0
NoDesc	1	1	1	48	90	40				711	110	extra-cold		12	14												wand	head	pzhm	pclb	pmac								0	0	0
NoDesc	1	1	1	60	90	50				855	110	extra-cold		15	17												wand	head	pzhm	pclb	pmac								0	0	0
NoDesc	1	1	1	73		61				999	110	extra-cold		18	20												wand	head	pzhm	pclb	pmac								0	0	0
