Name	version	spawnable	rare	level	maxlevel	levelreq	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
sockPal1H	100	1	1	1		0			12	403	str-add	76	76	76									1		pclb	pmac									0	0	0
sockPal1H	100	1	1	1		0			13	404	str-add	76	76	76									1		pclb	pmac									0	0	0
sockPal1H	100	1	1	1		0			14	405	str-add	76	76	76									1		pclb	pmac									0	0	0
sockPal1H	100	1	1	1		0			15	406	str-add	76	76	76									1		pclb	pmac									0	0	0
sockAxe	100	1	1	1		0			10	401	str-add	51	51	51	sock		1	1					1		axe							baxe	taxe	2hax	0	0	0
sockAxe	100	1	1	1		0			9	402	str-add	51	51	51	sock		1	2					1		axe							baxe	taxe	2hax	0	0	0
sockAxe	100	1	1	1		0			8	403	str-add	51	51	51	sock		1	3					1		axe							baxe	taxe	2hax	0	0	0
sockAxe	100	1	1	1		0			7	404	str-add	51	51	51	sock		1	4					1		axe							baxe	taxe	2hax	0	0	0
sockAxe	100	1	1	1		0			6	405	str-add	51	51	51	sock		1	5					1		axe							baxe	taxe	2hax	0	0	0
sockAxe	100	1	1	1		0			5	406	str-add	51	51	51	sock		1	6					1		axe							baxe	taxe	2hax	0	0	0
sockAxe	100	1	1	1		0			10	401	str-add	51	51	51									1		axe							baxe	taxe	2hax	0	0	0
sockAxe	100	1	1	1		0			11	402	str-add	51	51	51									1		axe							baxe	taxe	2hax	0	0	0
sockAxe	100	1	1	1		0			12	403	str-add	51	51	51									1		axe							baxe	taxe	2hax	0	0	0
sockAxe	100	1	1	1		0			13	404	str-add	51	51	51									1		axe							baxe	taxe	2hax	0	0	0
sockAxe	100	1	1	1		0			14	405	str-add	51	51	51									1		axe							baxe	taxe	2hax	0	0	0
sockAxe	100	1	1	1		0			15	406	str-add	51	51	51									1		axe							baxe	taxe	2hax	0	0	0
sockAxe	100	1	1	1		0			10	401	str-add	76	76	76	sock		1	1					1		2hax							baxe	taxe		0	0	0
sockAxe	100	1	1	1		0			9	402	str-add	76	76	76	sock		1	2					1		2hax							baxe	taxe		0	0	0
sockAxe	100	1	1	1		0			8	403	str-add	76	76	76	sock		1	3					1		2hax							baxe	taxe		0	0	0
sockAxe	100	1	1	1		0			7	404	str-add	76	76	76	sock		1	4					1		2hax							baxe	taxe		0	0	0
sockAxe	100	1	1	1		0			6	405	str-add	76	76	76	sock		1	5					1		2hax							baxe	taxe		0	0	0
sockAxe	100	1	1	1		0			5	406	str-add	76	76	76	sock		1	6					1		2hax							baxe	taxe		0	0	0
sockAxe	100	1	1	1		0			10	401	str-add	76	76	76									1		2hax							baxe	taxe		0	0	0
sockAxe	100	1	1	1		0			11	402	str-add	76	76	76									1		2hax							baxe	taxe		0	0	0
sockAxe	100	1	1	1		0			12	403	str-add	76	76	76									1		2hax							baxe	taxe		0	0	0
sockAxe	100	1	1	1		0			13	404	str-add	76	76	76									1		2hax							baxe	taxe		0	0	0
sockAxe	100	1	1	1		0			14	405	str-add	76	76	76									1		2hax							baxe	taxe		0	0	0
sockAxe	100	1	1	1		0			15	406	str-add	76	76	76									1		2hax							baxe	taxe		0	0	0
sockBarSW	100	1	1	1		0			10	401	str-add	76	76	76	sock		1	1					1		bswd										0	0	0
sockBarSW	100	1	1	1		0			9	402	str-add	76	76	76	sock		1	2					1		bswd										0	0	0
sockBarSW	100	1	1	1		0			8	403	str-add	76	76	76	sock		1	3					1		bswd										0	0	0
sockBarSW	100	1	1	1		0			7	404	str-add	76	76	76	sock		1	4					1		bswd										0	0	0
sockBarSW	100	1	1	1		0			6	405	str-add	76	76	76	sock		1	5					1		bswd										0	0	0
sockBarSW	100	1	1	1		0			5	406	str-add	76	76	76	sock		1	6					1		bswd										0	0	0
sockBarSW	100	1	1	1		0			10	401	str-add	76	76	76									1		bswd										0	0	0
sockBarSW	100	1	1	1		0			11	402	str-add	76	76	76									1		bswd										0	0	0
sockBarSW	100	1	1	1		0			12	403	str-add	76	76	76									1		bswd										0	0	0
sockBarSW	100	1	1	1		0			13	404	str-add	76	76	76									1		bswd										0	0	0
sockBarSW	100	1	1	1		0			14	405	str-add	76	76	76									1		bswd										0	0	0
sockBarSW	100	1	1	1		0			15	406	str-add	76	76	76									1		bswd										0	0	0
sockPole	100	1	1	1		0			10	401	str-add	76	76	76	sock		1	1					1		pole							scyh	nagi		0	0	0
sockPole	100	1	1	1		0			9	402	str-add	76	76	76	sock		1	2					1		pole							scyh	nagi		0	0	0
sockPole	100	1	1	1		0			8	403	str-add	76	76	76	sock		1	3					1		pole							scyh	nagi		0	0	0
sockPole	100	1	1	1		0			7	404	str-add	76	76	76	sock		1	4					1		pole							scyh	nagi		0	0	0
sockPole	100	1	1	1		0			6	405	str-add	76	76	76	sock		1	5					1		pole							scyh	nagi		0	0	0
sockPole	100	1	1	1		0			5	406	str-add	76	76	76	sock		1	6					1		pole							scyh	nagi		0	0	0
sockPole	100	1	1	1		0			10	401	str-add	76	76	76									1		pole							scyh	nagi		0	0	0
sockPole	100	1	1	1		0			11	402	str-add	76	76	76									1		pole							scyh	nagi		0	0	0
sockPole	100	1	1	1		0			12	403	str-add	76	76	76									1		pole							scyh	nagi		0	0	0
sockPole	100	1	1	1		0			13	404	str-add	76	76	76									1		pole							scyh	nagi		0	0	0
sockPole	100	1	1	1		0			14	405	str-add	76	76	76									1		pole							scyh	nagi		0	0	0
sockPole	100	1	1	1		0			15	406	str-add	76	76	76									1		pole							scyh	nagi		0	0	0
sockSW	100	1	1	1		0			10	401	str-add	51	51	51	sock		1	1					1		swor							bswd	crsd	2hsd	0	0	0
sockSW	100	1	1	1		0			9	402	str-add	51	51	51	sock		1	2					1		swor							bswd	crsd	2hsd	0	0	0
sockSW	100	1	1	1		0			8	403	str-add	51	51	51	sock		1	3					1		swor							bswd	crsd	2hsd	0	0	0
sockSW	100	1	1	1		0			7	404	str-add	51	51	51	sock		1	4					1		swor							bswd	crsd	2hsd	0	0	0
sockSW	100	1	1	1		0			6	405	str-add	51	51	51	sock		1	5					1		swor							bswd	crsd	2hsd	0	0	0
sockSW	100	1	1	1		0			5	406	str-add	51	51	51	sock		1	6					1		swor							bswd	crsd	2hsd	0	0	0
sockSW	100	1	1	1		0			10	401	str-add	51	51	51									1		swor							bswd	crsd	2hsd	0	0	0
sockSW	100	1	1	1		0			11	402	str-add	51	51	51									1		swor							bswd	crsd	2hsd	0	0	0
sockSW	100	1	1	1		0			12	403	str-add	51	51	51									1		swor							bswd	crsd	2hsd	0	0	0
sockSW	100	1	1	1		0			13	404	str-add	51	51	51									1		swor							bswd	crsd	2hsd	0	0	0
sockSW	100	1	1	1		0			14	405	str-add	51	51	51									1		swor							bswd	crsd	2hsd	0	0	0
sockSW	100	1	1	1		0			15	406	str-add	51	51	51									1		swor							bswd	crsd	2hsd	0	0	0
sockSW	100	1	1	1		0			10	401	str-add	76	76	76	sock		1	1					1		2hsd							bswd	crsd		0	0	0
sockSW	100	1	1	1		0			9	402	str-add	76	76	76	sock		1	2					1		2hsd							bswd	crsd		0	0	0
sockSW	100	1	1	1		0			8	403	str-add	76	76	76	sock		1	3					1		2hsd							bswd	crsd		0	0	0
sockSW	100	1	1	1		0			7	404	str-add	76	76	76	sock		1	4					1		2hsd							bswd	crsd		0	0	0
sockSW	100	1	1	1		0			6	405	str-add	76	76	76	sock		1	5					1		2hsd							bswd	crsd		0	0	0
sockSW	100	1	1	1		0			5	406	str-add	76	76	76	sock		1	6					1		2hsd							bswd	crsd		0	0	0
sockSW	100	1	1	1		0			10	401	str-add	76	76	76									1		2hsd							bswd	crsd		0	0	0
sockSW	100	1	1	1		0			11	402	str-add	76	76	76									1		2hsd							bswd	crsd		0	0	0
sockSW	100	1	1	1		0			12	403	str-add	76	76	76									1		2hsd							bswd	crsd		0	0	0
sockSW	100	1	1	1		0			13	404	str-add	76	76	76									1		2hsd							bswd	crsd		0	0	0
sockSW	100	1	1	1		0			14	405	str-add	76	76	76									1		2hsd							bswd	crsd		0	0	0
sockSW	100	1	1	1		0			15	406	str-add	76	76	76									1		2hsd							bswd	crsd		0	0	0
sockStaf	100	1	1	1		0			10	401	dex-add	25	25	25	sock		1	1					1		staf							dstf	nstf		0	0	0
sockStaf	100	1	1	1		0			9	402	dex-add	25	25	25	sock		1	2					1		staf							dstf	nstf		0	0	0
sockStaf	100	1	1	1		0			8	403	dex-add	25	25	25	sock		1	3					1		staf							dstf	nstf		0	0	0
sockStaf	100	1	1	1		0			7	404	dex-add	25	25	25	sock		1	4					1		staf							dstf	nstf		0	0	0
sockStaf	100	1	1	1		0			6	405	dex-add	25	25	25	sock		1	5					1		staf							dstf	nstf		0	0	0
sockStaf	100	1	1	1		0			5	406	dex-add	25	25	25	sock		1	6					1		staf							dstf	nstf		0	0	0
sockStaf	100	1	1	1		0			10	401	dex-add	25	25	25									1		staf							dstf	nstf		0	0	0
sockStaf	100	1	1	1		0			11	402	dex-add	25	25	25									1		staf							dstf	nstf		0	0	0
sockStaf	100	1	1	1		0			12	403	dex-add	25	25	25									1		staf							dstf	nstf		0	0	0
sockStaf	100	1	1	1		0			13	404	dex-add	25	25	25									1		staf							dstf	nstf		0	0	0
sockStaf	100	1	1	1		0			14	405	dex-add	25	25	25									1		staf							dstf	nstf		0	0	0
sockStaf	100	1	1	1		0			15	406	dex-add	25	25	25									1		staf							dstf	nstf		0	0	0
sockDagg	100	1	1	1		0			10	401	dex-add	51	51	51	sock		1	1					1		knif							nknf	tkni		0	0	0
sockDagg	100	1	1	1		0			9	402	dex-add	51	51	51	sock		1	2					1		knif							nknf	tkni		0	0	0
sockDagg	100	1	1	1		0			8	403	dex-add	51	51	51	sock		1	3					1		knif							nknf	tkni		0	0	0
sockDagg	100	1	1	1		0			7	404	dex-add	51	51	51	sock		1	4					1		knif							nknf	tkni		0	0	0
sockDagg	100	1	1	1		0			6	405	dex-add	51	51	51	sock		1	5					1		knif							nknf	tkni		0	0	0
sockDagg	100	1	1	1		0			5	406	dex-add	51	51	51	sock		1	6					1		knif							nknf	tkni		0	0	0
sockDagg	100	1	1	1		0			10	401	dex-add	51	51	51									1		knif							nknf	tkni		0	0	0
sockDagg	100	1	1	1		0			11	402	dex-add	51	51	51									1		knif							nknf	tkni		0	0	0
sockDagg	100	1	1	1		0			12	403	dex-add	51	51	51									1		knif							nknf	tkni		0	0	0
sockDagg	100	1	1	1		0			13	404	dex-add	51	51	51									1		knif							nknf	tkni		0	0	0
sockDagg	100	1	1	1		0			14	405	dex-add	51	51	51									1		knif							nknf	tkni		0	0	0
sockDagg	100	1	1	1		0			15	406	dex-add	51	51	51									1		knif							nknf	tkni		0	0	0
sockHTH	100	1	1	1		0			10	401	dex-add	76	76	76	sock		1	1					1		h2h										0	0	0
sockHTH	100	1	1	1		0			9	402	dex-add	76	76	76	sock		1	2					1		h2h										0	0	0
sockHTH	100	1	1	1		0			8	403	dex-add	76	76	76	sock		1	3					1		h2h										0	0	0
sockHTH	100	1	1	1		0			7	404	dex-add	76	76	76	sock		1	4					1		h2h										0	0	0
sockHTH	100	1	1	1		0			6	405	dex-add	76	76	76	sock		1	5					1		h2h										0	0	0
sockHTH	100	1	1	1		0			5	406	dex-add	76	76	76	sock		1	6					1		h2h										0	0	0
sockHTH	100	1	1	1		0			10	401	dex-add	76	76	76									1		h2h										0	0	0
sockHTH	100	1	1	1		0			11	402	dex-add	76	76	76									1		h2h										0	0	0
sockHTH	100	1	1	1		0			12	403	dex-add	76	76	76									1		h2h										0	0	0
sockHTH	100	1	1	1		0			13	404	dex-add	76	76	76									1		h2h										0	0	0
sockHTH	100	1	1	1		0			14	405	dex-add	76	76	76									1		h2h										0	0	0
sockHTH	100	1	1	1		0			15	406	dex-add	76	76	76									1		h2h										0	0	0
sockWand	100	1	1	1		0			10	401	dex-add	25	25	25	sock		1	1					1		wand										0	0	0
sockWand	100	1	1	1		0			9	402	dex-add	25	25	25	sock		1	2					1		wand										0	0	0
sockWand	100	1	1	1		0			8	403	dex-add	25	25	25	sock		1	3					1		wand										0	0	0
sockWand	100	1	1	1		0			7	404	dex-add	25	25	25	sock		1	4					1		wand										0	0	0
sockWand	100	1	1	1		0			6	405	dex-add	25	25	25	sock		1	5					1		wand										0	0	0
sockWand	100	1	1	1		0			5	406	dex-add	25	25	25	sock		1	6					1		wand										0	0	0
sockWand	100	1	1	1		0			10	401	dex-add	25	25	25									1		wand										0	0	0
sockWand	100	1	1	1		0			11	402	dex-add	25	25	25									1		wand										0	0	0
sockWand	100	1	1	1		0			12	403	dex-add	25	25	25									1		wand										0	0	0
sockWand	100	1	1	1		0			13	404	dex-add	25	25	25									1		wand										0	0	0
sockWand	100	1	1	1		0			14	405	dex-add	25	25	25									1		wand										0	0	0
sockWand	100	1	1	1		0			15	406	dex-add	25	25	25									1		wand										0	0	0
sockSpea	100	1	1	1		0			10	401	dex-add	76	76	76	sock		1	1					1		spea							aspe	pspe	jave	0	0	0
sockSpea	100	1	1	1		0			9	402	dex-add	76	76	76	sock		1	2					1		spea							aspe	pspe	jave	0	0	0
sockSpea	100	1	1	1		0			8	403	dex-add	76	76	76	sock		1	3					1		spea							aspe	pspe	jave	0	0	0
sockSpea	100	1	1	1		0			7	404	dex-add	76	76	76	sock		1	4					1		spea							aspe	pspe	jave	0	0	0
sockSpea	100	1	1	1		0			6	405	dex-add	76	76	76	sock		1	5					1		spea							aspe	pspe	jave	0	0	0
sockSpea	100	1	1	1		0			5	406	dex-add	76	76	76	sock		1	6					1		spea							aspe	pspe	jave	0	0	0
sockSpea	100	1	1	1		0			10	401	dex-add	76	76	76									1		spea							aspe	pspe	jave	0	0	0
sockSpea	100	1	1	1		0			11	402	dex-add	76	76	76									1		spea							aspe	pspe	jave	0	0	0
sockSpea	100	1	1	1		0			12	403	dex-add	76	76	76									1		spea							aspe	pspe	jave	0	0	0
sockSpea	100	1	1	1		0			13	404	dex-add	76	76	76									1		spea							aspe	pspe	jave	0	0	0
sockSpea	100	1	1	1		0			14	405	dex-add	76	76	76									1		spea							aspe	pspe	jave	0	0	0
sockSpea	100	1	1	1		0			15	406	dex-add	76	76	76									1		spea							aspe	pspe	jave	0	0	0
sockOrb	100	1	1	1		0			10	401	dex-add	51	51	51	sock		1	1					1		orb										0	0	0
sockOrb	100	1	1	1		0			9	402	dex-add	51	51	51	sock		1	2					1		orb										0	0	0
sockOrb	100	1	1	1		0			8	403	dex-add	51	51	51	sock		1	3					1		orb										0	0	0
sockOrb	100	1	1	1		0			7	404	dex-add	51	51	51	sock		1	4					1		orb										0	0	0
sockOrb	100	1	1	1		0			6	405	dex-add	51	51	51	sock		1	5					1		orb										0	0	0
sockOrb	100	1	1	1		0			5	406	dex-add	51	51	51	sock		1	6					1		orb										0	0	0
sockOrb	100	1	1	1		0			10	401	dex-add	51	51	51									1		orb										0	0	0
sockOrb	100	1	1	1		0			11	402	dex-add	51	51	51									1		orb										0	0	0
sockOrb	100	1	1	1		0			12	403	dex-add	51	51	51									1		orb										0	0	0
sockOrb	100	1	1	1		0			13	404	dex-add	51	51	51									1		orb										0	0	0
sockOrb	100	1	1	1		0			14	405	dex-add	51	51	51									1		orb										0	0	0
sockOrb	100	1	1	1		0			15	406	dex-add	51	51	51									1		orb										0	0	0
sockMace	100	1	1	1		0			10	401	str-add	51	51	51	sock		1	1					1		club	mace						pclb	pmac		0	0	0
sockMace	100	1	1	1		0			9	402	str-add	51	51	51	sock		1	2					1		club	mace						pclb	pmac		0	0	0
sockMace	100	1	1	1		0			8	403	str-add	51	51	51	sock		1	3					1		club	mace						pclb	pmac		0	0	0
sockMace	100	1	1	1		0			7	404	str-add	51	51	51	sock		1	4					1		club	mace						pclb	pmac		0	0	0
sockMace	100	1	1	1		0			6	405	str-add	51	51	51	sock		1	5					1		club	mace						pclb	pmac		0	0	0
sockMace	100	1	1	1		0			5	406	str-add	51	51	51	sock		1	6					1		club	mace						pclb	pmac		0	0	0
sockMace	100	1	1	1		0			10	401	str-add	51	51	51									1		club	mace						pclb	pmac		0	0	0
sockMace	100	1	1	1		0			11	402	str-add	51	51	51									1		club	mace						pclb	pmac		0	0	0
sockMace	100	1	1	1		0			12	403	str-add	51	51	51									1		club	mace						pclb	pmac		0	0	0
sockMace	100	1	1	1		0			13	404	str-add	51	51	51									1		club	mace						pclb	pmac		0	0	0
sockMace	100	1	1	1		0			14	405	str-add	51	51	51									1		club	mace						pclb	pmac		0	0	0
sockMace	100	1	1	1		0			15	406	str-add	51	51	51									1		club	mace						pclb	pmac		0	0	0
sockBow	100	1	1	1		0			10	401	dex-add	51	51	51	sock		1	1					1		bow							xbow	dbow	abow	0	0	0
sockBow	100	1	1	1		0			9	402	dex-add	51	51	51	sock		1	2					1		bow							xbow	dbow	abow	0	0	0
sockBow	100	1	1	1		0			8	403	dex-add	51	51	51	sock		1	3					1		bow							xbow	dbow	abow	0	0	0
sockBow	100	1	1	1		0			7	404	dex-add	51	51	51	sock		1	4					1		bow							xbow	dbow	abow	0	0	0
sockBow	100	1	1	1		0			6	405	dex-add	51	51	51	sock		1	5					1		bow							xbow	dbow	abow	0	0	0
sockBow	100	1	1	1		0			5	406	dex-add	51	51	51	sock		1	6					1		bow							xbow	dbow	abow	0	0	0
sockBow	100	1	1	1		0			10	401	dex-add	51	51	51									1		bow							xbow	dbow	abow	0	0	0
sockBow	100	1	1	1		0			11	402	dex-add	51	51	51									1		bow							xbow	dbow	abow	0	0	0
sockBow	100	1	1	1		0			12	403	dex-add	51	51	51									1		bow							xbow	dbow	abow	0	0	0
sockBow	100	1	1	1		0			13	404	dex-add	51	51	51									1		bow							xbow	dbow	abow	0	0	0
sockBow	100	1	1	1		0			14	405	dex-add	51	51	51									1		bow							xbow	dbow	abow	0	0	0
sockBow	100	1	1	1		0			15	406	dex-add	51	51	51									1		bow							xbow	dbow	abow	0	0	0
sockDbow	100	1	1	1		0			10	401	str-add	76	76	76	sock		1	1					1		dbow										0	0	0
sockDbow	100	1	1	1		0			9	402	str-add	76	76	76	sock		1	2					1		dbow										0	0	0
sockDbow	100	1	1	1		0			8	403	str-add	76	76	76	sock		1	3					1		dbow										0	0	0
sockDbow	100	1	1	1		0			7	404	str-add	76	76	76	sock		1	4					1		dbow										0	0	0
sockDbow	100	1	1	1		0			6	405	str-add	76	76	76	sock		1	5					1		dbow										0	0	0
sockDbow	100	1	1	1		0			5	406	str-add	76	76	76	sock		1	6					1		dbow										0	0	0
sockDbow	100	1	1	1		0			10	401	str-add	76	76	76									1		dbow										0	0	0
sockDbow	100	1	1	1		0			11	402	str-add	76	76	76									1		dbow										0	0	0
sockDbow	100	1	1	1		0			12	403	str-add	76	76	76									1		dbow										0	0	0
sockDbow	100	1	1	1		0			13	404	str-add	76	76	76									1		dbow										0	0	0
sockDbow	100	1	1	1		0			14	405	str-add	76	76	76									1		dbow										0	0	0
sockDbow	100	1	1	1		0			15	406	str-add	76	76	76									1		dbow										0	0	0
sockXbow	100	1	1	1		0			10	401	str-add	51	51	51	sock		1	1					1		xbow							nxbw			0	0	0
sockXbow	100	1	1	1		0			9	402	str-add	51	51	51	sock		1	2					1		xbow							nxbw			0	0	0
sockXbow	100	1	1	1		0			8	403	str-add	51	51	51	sock		1	3					1		xbow							nxbw			0	0	0
sockXbow	100	1	1	1		0			7	404	str-add	51	51	51	sock		1	4					1		xbow							nxbw			0	0	0
sockXbow	100	1	1	1		0			6	405	str-add	51	51	51	sock		1	5					1		xbow							nxbw			0	0	0
sockXbow	100	1	1	1		0			5	406	str-add	51	51	51	sock		1	6					1		xbow							nxbw			0	0	0
sockXbow	100	1	1	1		0			10	401	str-add	51	51	51									1		xbow							nxbw			0	0	0
sockXbow	100	1	1	1		0			11	402	str-add	51	51	51									1		xbow							nxbw			0	0	0
sockXbow	100	1	1	1		0			12	403	str-add	51	51	51									1		xbow							nxbw			0	0	0
sockXbow	100	1	1	1		0			13	404	str-add	51	51	51									1		xbow							nxbw			0	0	0
sockXbow	100	1	1	1		0			14	405	str-add	51	51	51									1		xbow							nxbw			0	0	0
sockXbow	100	1	1	1		0			15	406	str-add	51	51	51									1		xbow							nxbw			0	0	0
sockCrsd	100	1	1	1		0			10	401	dex-add	51	51	51	sock		1	1					1		crsd							scrd			0	0	0
sockCrsd	100	1	1	1		0			9	402	dex-add	51	51	51	sock		1	2					1		crsd							scrd			0	0	0
sockCrsd	100	1	1	1		0			8	403	dex-add	51	51	51	sock		1	3					1		crsd							scrd			0	0	0
sockCrsd	100	1	1	1		0			7	404	dex-add	51	51	51	sock		1	4					1		crsd							scrd			0	0	0
sockCrsd	100	1	1	1		0			6	405	dex-add	51	51	51	sock		1	5					1		crsd							scrd			0	0	0
sockCrsd	100	1	1	1		0			5	406	dex-add	51	51	51	sock		1	6					1		crsd							scrd			0	0	0
sockCrsd	100	1	1	1		0			10	401	dex-add	51	51	51									1		crsd							scrd			0	0	0
sockCrsd	100	1	1	1		0			11	402	dex-add	51	51	51									1		crsd							scrd			0	0	0
sockCrsd	100	1	1	1		0			12	403	dex-add	51	51	51									1		crsd							scrd			0	0	0
sockCrsd	100	1	1	1		0			13	404	dex-add	51	51	51									1		crsd							scrd			0	0	0
sockCrsd	100	1	1	1		0			14	405	dex-add	51	51	51									1		crsd							scrd			0	0	0
sockCrsd	100	1	1	1		0			15	406	dex-add	51	51	51									1		crsd							scrd			0	0	0
sockNxbw	100	1	1	1		0			10	401	str-add	76	76	76	sock		1	1					1		nxbw										0	0	0
sockNxbw	100	1	1	1		0			9	402	str-add	76	76	76	sock		1	2					1		nxbw										0	0	0
sockNxbw	100	1	1	1		0			8	403	str-add	76	76	76	sock		1	3					1		nxbw										0	0	0
sockNxbw	100	1	1	1		0			7	404	str-add	76	76	76	sock		1	4					1		nxbw										0	0	0
sockNxbw	100	1	1	1		0			6	405	str-add	76	76	76	sock		1	5					1		nxbw										0	0	0
