#index	name
263	Stygian Watcher
264	Meshif
265	Deckard Cain
266	Flavie
267	Blood Raven
268	FLYING POLAR BUFFALO ERROR
269	FLYING POLAR BUFFALO ERROR
270	Rogue Scout
271	FLYING POLAR BUFFALO ERROR
272	FLYING POLAR BUFFALO ERROR
273	Gargoyle Trap
274	Returned Mage
275	Bone Mage
276	Burning Dead Mage
277	Horror Mage
278	Jungle Hunter Shaman
279	Tree Hunter Shaman
280	Jungle Devil Shaman
281	Blood Hunter Shaman
282	Slayer Shaman
283	Larva
284	Sand Maggot Queen
285	Rock Worm Queen
286	Devourer Queen
287	Giant Lamprey Queen
288	Blood Maggot Queen
289	Clay Golem
290	Blood Golem
291	Iron Golem
292	Fire Golem
293	FLYING POLAR BUFFALO ERROR
294	FLYING POLAR BUFFALO ERROR
295	Night Marauder
296	FLYING POLAR BUFFALO ERROR
297	Natalya
298	Flesh Spawner
299	Stygian Hag
300	Grotesque
301	Flesh Beast
302	Stygian Dog
303	Grotesque Wyrm
304	Doom Caster
305	Strangler
306	Storm Caster
307	Corpulent
308	Corpse Spitter
309	Maw Fiend
310	Doom Knight
311	Abyss Knight
312	Oblivion Knight
313	Quill Bear
314	Spike Giant
315	Thorn Brute
316	Razor Beast
317	Barbed Giant
318	FLYING POLAR BUFFALO ERROR
319	Parrot (Critter)
320	FLYING POLAR BUFFALO ERROR
321	FLYING POLAR BUFFALO ERROR
322	FLYING POLAR BUFFALO ERROR
323	FLYING POLAR BUFFALO ERROR
324	FLYING POLAR BUFFALO ERROR
325	FLYING POLAR BUFFALO ERROR
326	a Trap
327	a Trap
328	a Trap
329	a Trap
330	a Trap
331	Kaelan
332	FLYING POLAR BUFFALO ERROR
333	Diablo
334	Sucker Nest
335	Feeder Nest
336	Blood Hook Nest
337	Blood Wing Nest
338	Guard
339	FLYING POLAR BUFFALO ERROR
340	Bone Prison
341	Bone Prison
342	Bone Prison
343	Bone Prison
344	FLYING POLAR BUFFALO ERROR
345	Council Member
346	Council Member
347	Council Member
348	a Turret
349	a Turret
350	a Turret
351	Hydra
352	Hydra
353	Hydra
354	a Trap
355	FLYING POLAR BUFFALO ERROR
356	Decoy
357	Valkyrie
358	FLYING POLAR BUFFALO ERROR
359	Iron Wolf
360	Balrog
361	Pit Lord
362	Venom Lord
363	Necroskeleton
364	Necromage
365	Griswold
366	Compelling Orb
367	Tyrael
368	Dark Wanderer
369	a Trap
370	FLYING POLAR BUFFALO ERROR
371	Glacial Spire
372	Fire Tower
373	Slinger
374	Spear Cat
375	Night Slinger
376	Hell Slinger
377	FLYING POLAR BUFFALO ERROR
378	FLYING POLAR BUFFALO ERROR
379	Bone Mage
380	Bone Mage
381	Bone Mage
382	Bone Mage
383	Burning Dead Mage
384	Burning Dead Mage
385	Burning Dead Mage
386	Burning Dead Mage
387	Horror Mage
388	Horror Mage
389	Horror Mage
390	Horror Mage
391	Hell Bovine
392	Stained Glass Window
393	Stained Glass Window
394	Spear Cat
395	Night Slinger
396	Jungle Hunter
397	Tree Hunter
398	Jungle Devil
399	Blood Hunter
400	Slayer
401	FLYING POLAR BUFFALO ERROR
402	The Smith
403	Trapped Soul
404	Trapped Soul
405	Jamella
406	Izual
407	Rat Man
408	Hadriel
409	Hephasto The Armorer
410	Wake of Fire
411	Charged Bolt Sentry
412	Lightning Sentry
413	Blade Sentinel
414	Pet
415	Inferno Sentry
416	Death Sentry
417	Shadow Warrior
418	Shadow Master
419	Raven
420	Spirit Wolf
421	Dire Wolf
422	Spirit of Barbs
423	Heart of Wolverine
424	Nephalem Spirit
425	Plague Poppy
426	Cycle of Life
427	Vine Creature
428	Grizzly
429	Eagle
430	Wolf
431	Bear
432	Barricaded Door
433	Barricaded Door
434	Prison Door
435	Barricaded Tower
436	Rot Walker
437	Reanimated Horde
438	Prowling Dead
439	Unholy Corpse
440	Defiled Warrior
441	Siege Beast
442	Crush Beast
443	Blood Bringer
444	Gore Bearer
445	Demon Steed
446	Snow Drifter
447	Abominable
448	Chilled Froth
449	Frozen Abyss
450	Fallen Wolfrider
451	Carver Wolfrider
452	Devilkin Wolfrider
453	Rust Fury
454	Rust Fury
455	Rust Fury
456	Rust Fury
457	Rust Fury
458	Rust Fury
459	Rust Fury
460	Rust Fury
461	Fanatic Enslaved
462	Berserker Slayer
463	Consumed Ice Boar
464	Consumed Fire Boar
465	Frenzied Hell Spawn
466	Frenzied Ice Spawn
467	Insane Hell Spawn
468	Insane Ice Spawn
469	Succubus
470	Vile Temptress
471	Stygian Harlot
472	Hell Temptress
473	Blood Temptress
474	Siren
475	Vile Witch
476	Stygian Fury
477	Blood Witch
478	Hell Witch
479	Overseer
480	Lasher
481	Overlord
482	Blood Boss
483	Hell Whip
484	Demon Portal
485	Demon Portal
486	Demon Portal
487	Demon Portal
488	Demon Portal
489	Demon Portal
490	Demon Portal
491	Demon Portal
492	Demon Imp
493	Demon Rascal
494	Demon Gremlin
495	Demon Trickster
496	Demon Sprite
497	Catapult
498	Catapult
499	Catapult
500	Catapult
501	Frozen Creeper
502	Frozen Terror
503	Frozen Scourge
504	Frozen Horror
505	Frozen Scorch
506	Moon Lord
507	Night Lord
508	Blood Lord
509	Hell Lord
510	Death Lord
511	Larzuk
512	Anya
513	Malah
514	Nihlathak
515	Qual-Kehk
516	Catapult
517	Catapult
518	Catapult
519	Catapult
520	Deckard Cain
521	Tyrael
522	Combatant
523	Combatant
524	Barricade
525	Barricade
526	Nihlathak
527	Anya
528	Evil Demon Hut
529	Death Mauler
530	Death Brawler
531	Death Slasher
532	Death Berserker
533	Death Brigadier
534	Barbarian Captive
535	Guard
536	Guard
537	Talic the Defender
538	Madawc the Guardian
539	Korlic the Protector
540	Talic
541	Madawc
542	Korlic
543	Baal
544	Baal
545	Baal
546	Putrid Defiler
547	Wretched Defiler
548	Fetid Defiler
549	Rancid Defiler
550	Rank Defiler
551	Pain Worm
552	Torment Worm
553	Agony Worm
554	Menace Worm
555	Anguish Worm
556	Bunny
557	Council Member
558	Venom Lord
559	Baal
560	Act 5 Hireling 1hs
561	Act 5 Hireling 2hs
562	Festering Appendages
563	Festering Appendages
564	Festering Appendages
565	Festering Appendages
566	Festering Appendages
567	Injured Barbarian 1
568	Injured Barbarian 2
569	Injured Barbarian 3
570	Baal
571	Minion of Destruction
572	Minion of Destruction
573	Minion of Destruction
574	Worldstone Effect
575	Burning Dead Archer
576	Bone Archer
577	Burning Dead Archer
578	Returned Archer
579	Horror Archer
580	Afflicted
581	Tainted
582	Misshapen
583	Disfigured
584	Damned
585	Moon Clan
586	Night Clan
587	Hell Clan
588	Blood Clan
589	Death Clan
590	Foul Crow
591	Blood Hawk
592	Black Raptor
593	Cloud Stalker
594	Claw Viper
595	Pit Viper
596	Salamander
597	Tomb Viper
598	Serpent Magus
599	Marauder
600	Infidel
601	Sand Raider
602	Invader
603	Assailant
604	Death Mauler
605	Quill Rat
606	Spike Fiend
607	Razor Spine
608	Carrion Bird
609	Thorned Hulk
610	Slinger
611	Slinger
612	Slinger
613	Vile Archer
614	Dark Archer
615	Vile Lancer
616	Dark Lancer
617	Black Lancer
618	Blunderbore
619	Mauler
620	Returned Mage
621	Burning Dead Mage
622	Returned Mage
623	Horror Mage
624	Bone Mage
625	Horror Mage
626	Horror Mage
627	Huntress
628	Saber Cat
629	Cave Leaper
630	Tomb Creeper
631	Ghost
632	Wraith
633	Specter
634	Succubus
635	Hell Temptress
636	Siren
637	Hell Witch
638	Vile Witch
639	Gloam
640	Black Soul
641	Burning Soul
642	Carver
643	Devilkin
644	Dark One
645	Carver Shaman
646	Devilkin Shaman
647	Dark Shaman
648	Bone Warrior
649	Returned
650	Gloombat
651	Fiend
652	Moon Lord
653	Hell Lord
654	Scarab
655	Steel Scarab
656	Flayer
657	Stygian Doll
658	Soul Killer
659	Flayer
660	Stygian Doll
661	Soul Killer
662	Flayer Shaman
663	Stygian Doll Shaman
664	Soul Killer Shaman
665	Temple Guard
666	Temple Guard
667	Guardian
668	Unraveler
669	Horadrim Ancient
670	Horadrim Ancient
671	Zealot
672	Zealot
673	Heirophant
674	Heirophant
675	Grotesque
676	Flesh Spawner
677	Grotesque Wyrm
678	Flesh Beast
679	Blood Maggot
680	Blood Maggot Young
681	Blood Maggot Egg
682	Slayer
683	Hell Spawn
684	Greater Hell Spawn
685	Arach
686	Balrog
687	Pit Lord
688	Demon Imp
689	Demon Trickster
690	Undead Stygian Doll
691	Undead Soul Killer
692	Strangler
693	Storm Caster
694	Maw Fiend
695	Blood Lord
696	Ghoul Lord
697	Dark Lord
698	Unholy Corpse
699	Doom Knight
700	Doom Knight
701	Oblivion Knight
702	Oblivion Knight
703	Cadaver
704	Mephisto
705	Diablo
706	Izual
707	Pandora
708	Duriel
709	Baal
710	Slayer
711	Flesh Beast
712	Acid Beast
713	Poison Spitter
714	Pit Beast
715	Chaos Beast
716	Lava Maw
717	Sand Raider
718	Marauder
719	Invader
720	Assailant
721	Intruder
722	Skull Ape
723	Black Baboon
724	Dark Gibbon
725	Gargoyle Ape
726	Temple Guard
727	Skeleton Archer
728	Returned Archer
729	Bone Archer
730	Burning Dead Archer
731	Horror Archer
732	Balrog
733	Guardian
734	Infernal Lord
735	Vortex Lord
736	Thunder Beetle
737	Unholy Scarab
738	Tomb Guardian
739	Emerald Scarab
740	Diamond Beetle
741	Prowler Priestess
742	Desert Priestess
743	Feline Priestess
744	Lacuni Priestess
745	Death Spitter
746	Devourer
747	Gravedigger
748	Bullfrog
749	Acid Prince
750	Ice Prince
751	Zombie
752	Hungry Dead
753	Genie
754	Ghost Zombie
755	Impaler
756	Assamite
757	Nosferatu
758	Ventrue
759	Blood Marquis
760	Skeleton
761	Returned
762	Bone Warrior
763	Burning Dead
764	Horror
765	Fallen One
766	Invader
767	Defiler
768	Scourge
769	Destroyer
770	Fallen Shaman
771	Invader Shaman
772	Defiler Shaman
773	Scourge Shaman
774	Destroyer Shaman
775	Fallen Warrior
776	Fallen Hero
777	Knight of War
778	Knight of Pestilence
779	Knight of Famine
780	Jungle Hunter
781	Tree Hunter
782	Jungle Devil
783	Blood Hunter
784	Slayer
785	Jungle Hunter
786	Tree Hunter
787	Jungle Devil
788	Blood Hunter
789	Slayer
790	Gargoyle Warrior
791	Mountain Defender
792	Summit Guardian
793	Stone Warrior
794	Granite King
795	Hidden One
796	Fata Morgana
797	Stalker
798	Banshee
799	Evil Spirit
800	Death Gnat
801	Blood Stinger
802	Soul Sucker
803	Razor Sting
804	Stone Clan
805	Night Clan
806	Flesh Clan
807	Fire Clan
808	Death Clan
809	Stone Clan
810	Night Clan
811	Flesh Clan
812	Fire Clan
813	Death Clan
814	Prowler
815	Desert Cat
816	Feline Witch
817	Lacuni Soldier
818	Frozen Lord
819	Crystal Lord
820	Sapphire Lord
821	Protector
822	Sasquatch
823	Bronze Titan
824	Gold Titan
825	Silver Titan
826	Abomination
827	Cursed Soul
828	Tainted Soul
829	Twisted Soul
830	Damned Soul
831	Prowler
832	Desert Cat
833	Feline Witch
834	Lacuni Soldier
835	Minotaur
836	Doom Guard
837	Steel Lord
838	Blood Knight
839	Obsidian Lord
840	Red Storm
841	Storm Rider
842	Storm Lord
843	Maelstrom Lord
844	Sun Tiger
845	Moon Panther
846	Kill Rat
847	Spike Fiend
848	Jungle Rat
849	Spiked Terror
850	Dark Rogue
851	Dark Huntress
852	Assassin
853	Blood Rogue
854	Vampiress
855	Dark Rogue
856	Dark Huntress
857	Flesh Huntress
858	Blood Rogue
859	Vampiress
860	Dark Rogue
861	Dark Huntress
862	Flesh Huntress
863	Blood Rogue
864	Vampiress
865	Bone Mage
866	Bone Warlock
867	Bone Sorcerer
868	Burning Dead Mage
869	Burning Dead Warlock
870	Burning Dead Sorcerer
871	Horror Mage
872	Horror Warlock
873	Horror Sorcerer
874	Tarantula
875	Sand Devil
876	Flame Weaver
877	Soul Spider
878	Chaos Caster
879	Soul Flayer
880	Incarnation
881	Succubus
882	Siren
883	Hellspawn
884	Snow Witch
885	Soul Burner
886	Dominator
887	Arcane Toad
888	Mana Monster
889	Dark Toad
890	Demonic Toad
891	Terror Toad
892	Rust Monster
893	Rust Claw
894	Corrosive Beast
895	Rust Creeper
896	Corrosive Terror
897	Undead Vulture
898	Oasis Guard
899	Bone Gasher
900	Death Watcher
901	Dark Knight
902	Hell Knight
903	Chaos Knight
904	Soul Warrior
905	Blood Warrior
906	Dark Counselor
907	Dark Magistrate
908	Dark Cabalist
909	Dark Ancient
910	Tomb Snake
911	Fire Drake
912	Gold Viper
913	Azure Drake
914	Fiend
915	Blink
916	Gloom
917	Familiar
918	Dancing Light
919	Ghost Flame
920	Black Flame
921	Tortured Soul
922	Archon
923	Crimson Archon
924	Dark Archon
925	Twilight Archon
926	Templar
927	Crimson Templar
928	Dark Templar
929	Twilight Templar
930	Fire Clan
931	Vampiress
932	Fata Morgana
933	Fallen One
934	Poison Spitter
935	\gold;Kethryes
936	Amazon Warrior
937	Slayer
938	Skeleton Archer
939	Zombie
940	Skeleton
941	Fallen One
942	Fallen Shaman
943	Steel Lord
944	Acid Fiend
945	Shenk the Overseer
946	Tal Rasha
947	Red Storm
948	Poison Spitter
949	Twilight Archon
950	Son of Azmodan
951	Moon Panther
952	\orange;Ravening Beast
953	Duriel
954	Kentril Dumon
955	Goliath
956	Cow Soldier
957	Cow Honcho
958	Cow Ninja
959	Cow Shaman
960	Cow Summoner
961	Death Projector
962	Azmodan, Lord of Sin
963	Twilight Archon
964	Akarat
965	Follower of Akarat
966	Tal Rasha
967	Horadric Mage
968	King Koth
969	Death Projector
970	Death's Mechanic
971	The Butcher
972	Chicken (Critter)
973	King Koth
974	Bear Shaman
975	Death's Fury Totem
976	Blood Tide Totem
978	Elemental Totem
979	Howling Totem
980	Frostclaw Totem
981	Fireheart Totem
982	Mana Tide Totem
983	Stormeye Totem
984	Darkling
985	Rampagor
986	Lamia
987	Overlord
988	Guardian Spirit
989	Defender Spirit
990	Protector Spirit
992	Bone Mage
993	Burning Dead Mage
994	Horror Mage
995	Inarius
996	Priest Boss
997	Inarius
998	Nun of Vanity
999	Nun of Vanity
1000	Nun of Vanity
1001	Crystal Ball
1002	Ennead Necromancer
1003	Overlord
1004	Creature of Flame
1005	Horazon's Familiar
1006	Bone Archer
1007	Burning Dead Archer
1008	Horror Archer
1009	Bone Warrior
1010	Burning Dead
1011	Horror
1012	Bone Sorcerer
1013	Burning Dead Sorcerer
1014	Horror Sorcerer
1015	Shadowgate Totem
1016	Slain Soul
1017	Slain Soul
1018	Slain Soul
1019	Slain Soul
1020	Slain Soul
1021	Kabraxis
1022	Buyard Cholik
1023	Possessed Cultist
1024	Possessed Cultist
1025	Ennead Necromancer
1026	Kabraxis
1027	Thunder Bear
1028	Possessed Cultist
1031	Malic's Messenger
1032	Venomcloud Totem
1033	Sunless Angel
1034	Dark Templar
1036	Ethereal
1037	Lightwell
1038	Zakarum's Avatar
1040	Ice Elemental
1041	Champion of the Sun
1043	Flesh Mother
1044	Flesh Fiend
1045	Deathspawn
1046	Venom Fiend
1048	Death Prince
1049	Blood Bengal
1050	Obsidian Knight
1051	Reaper
1052	Darksister
1053	Bane Monster
1054	Azure Drake
1055	Corrosive Death
1056	Wracked Soul
1057	Bloodbrother
1058	Chimaera Trap
1059	Lord Primus
1060	Gore Crawler
1061	Blood Skeleton
1062	Night Hawk
1063	Abyss Knight
1067	Undead Counselor
1068	Undead Counselor
1069	Lord Aldric Jitan
1070	Rakkis Guardsman
1071	Citizen
1076	Juris Khan, King of Ureh
1080	Fallen Warrior
1081	Ghost Flame
1082	Golden Calf
1083	Skovos, Priestess of Karcheus
1084	Philios, Priestess of Hefaetrus
1085	Lycander, Priestess of Zerae
1086	Amazon Warrior
1088	Volcanic Shrine
1089	FLYING POLAR BUFFALO ERROR
1090	FLYING POLAR BUFFALO ERROR
1091	FLYING POLAR BUFFALO ERROR
1092	Necrobot
1093	Harpylisk
1094	Neon Fiend
1095	Alpha
1096	Beta
1097	Gamma
1098	Delta
1099	Epsilon
1100	FLYING POLAR BUFFALO ERROR
1101	Initiate/Acolyte
1102	Shadow Master
1103	Scourge
1104	Ethereal
1105	Zakarum's Avatar
1107	Treewarden
1108	Blood Knight
1109	Bartuc
1110	Blood Golem
1111	Fire Elemental
1113	Void Archon
1114	Exploding Totem
1117	Familiar
1119	Que-Hegan
1120	Peace Warder
1121	Peace Warder (Hallucination)
1122	Living Flame
1123	Shrieker
1124	Magma Drake
1125	Dark Vizjerei
1126	Mind Warrior
1127	Armageddon Knight
1128	Ghost Phoenix
1129	Steel Crusher
1130	Dark Horizon
1131	Dirge
1132	Void Archon
1133	Brood Mother
1134	Corruptor Warlock
1135	Broodling
1136	Dark Champion
1137	Dark Champion
1138	Cruciator
1139	Deathless
1140	Horadrim's Curse
1141	Darkwarden
1142	Hellcat Priestess
1143	Hellcat
1144	Hellcat
1145	Razor Fur Titan
1146	Broken Soul
1147	Black Ice Demon
1148	Phantasm
1149	Buzzsaw
1150	Edyrem
1151	Thunderling
1152	Storm Shaman
1153	Silver Tyrant
1154	Core Lord
1155	Son of Lucion
1156	Fireblood
1157	Skull Clan
1158	Skull Clan
1159	Blood Prince
1160	Black Death
1161	Knight of Death
1162	Plagued Dead Archer
1163	Plagued Dead
1164	Fetish Sniper
1165	Fetish Hunter
1166	Annihilator
1167	Ifrit
1168	Shock Monkey
1169	Overseer
1175	Scavenger
1176	Nightmare
1177	Quill Bear
1178	Frost Raptor
1179	Bonegrinder
1180	Corruptor Archer
1181	Corruptor
1182	Lament
1183	Shock Sting
1184	Warforged Shaman
1185	Bloodfire Rogue
1186	Bloodfire Rogue
1187	Steelfur Titan
1188	Hivehost
1189	Corruptor Mage
1190	Daystar
1191	Tomb Curse
1192	Black Cat
1193	Shredder
1194	Ice Clan
1195	Marbled Frog
1196	Fallen Priest
1197	Plague Bringer
1198	Djinn
1199	Monkey King
1200	Adder
1201	Mangler
1202	Brood Swarm
1203	Cog
1204	Ice Clan
1205	Infernal Contraption
1206	Baal (Vision of Destruction)
1208	Tyrael
1209	Chimaera Trap
1210	Holy Nephalem
1211	
1212	Symbol of Time
1213	Shock Beast
1214	Darksister
1215	Obsidian Knight
1216	Sacrifical Lamb
1217	Dark Nephalem
1218	Uldyssian, Dark Edyrem King
1219	Imperius
1220	Malthael
1221	Edyrem
1222	Dark Nephalem
1223	Mazi's Eidolon
1224	Mazi's Eidolon
1225	Celebrant of the Triune
1226	Morlu
1227	Lilith
1229	Ghost Wolf
1230	Skull Clan
1231	Daystar
1232	Shredder
1233	Bane Monster
1234	Dead Wall Totem
1235	Dead Wall Zombie
1236	Cobra
1237	Lurker
1238	Thunderbolt
1239	Trap Rat
1240	Iced Soul
1241	Avalanche
1242	Horned Leviathan
1243	Son of Azmodan
1244	Cloud Lord
1245	Deathfire Bearer
1246	Dark Star Dragon
1247	Chimaera Trap
1248	Howling Spirit
1249	Dark Star Dragon
1250	Fallen One
1251	Imperius
1252	Daystar
1253	Quov Tsin
1254	Spirit of Vengeance
1255	Morlu
1256	Peace Warder
1257	Living Flame
1258	Shrieker
1259	Dark Vizjerei
1260	Mind Warrior
1261	Ni Va
1262	Grizzly Giant
1263	Steel Crusher
1264	Dark Horizon
1265	Dirge
1266	Void Archon
1267	Corruptor Warlock
1268	High Priestess
1269	Unseelie Lady
1270	Cruciator
1271	Deathless
1272	Shroom
1273	Heretic
1274	Razor Fur Titan
1275	Onyx Knight
1276	Black Ice Demon
1277	Phantasm
1278	Buzzsaw
1279	Edyrem
1280	Thunderling
1281	Basilisk
1282	Tree of Life
1283	Core Lord
1284	Crystal Witch
1285	Fireblood
1286	Blood Stone
1287	Gremlin
1288	Blood Prince
1289	Black Death
1290	Wraithlord
1291	Trouper
1292	Grubber 
1293	Fetish Sniper
1294	Fetish Hunter
1295	Glooper
1296	Ifrit
1297	Shock Monkey
1298	Nightmare
1299	Quill Bear
1300	Frost Raptor
1301	Bonegrinder
1302	Ulfhedinn
1303	Plagued Dead Archer
1304	Lament
1305	Shock Sting
1306	Storm Shaman
1307	Ash Troll
1308	Bloodfire Rogue
1309	Alpha Centaur
1310	Plagued Dead
1311	Cenobite
1312	Daystar
1313	Tomb Curse
1314	Black Cat
1315	Shredder
1316	Wyrdhyena
1317	Marbled Frog
1318	Ghost Phoenix
1319	Plague Bringer
1320	Djinn
1321	Monkey King
1322	Adder
1323	Mangler
1324	Cog
1325	Ice Clan
1326	Cobra
1327	Lurker
1328	Thunderbolt
1329	Trap Rat
1330	Magma Drake
1331	Annihilator
1332	Warforged Shaman
1333	Stone Hammer Demon
1334	Cloud Lord
1335	Deathfire Bearer
1336	Acid Beast
1337	Poison Spitter
1338	Pit Beast
1339	Chaos Beast
1340	Lava Maw
1341	Sand Raider
1342	Marauder
1343	Invader
1344	Assailant
1345	Intruder
1346	Skull Ape
1347	Black Baboon
1348	Dark Gibbon
1349	Gargoyle Ape
1350	Temple Guard
1351	Skeleton Archer
1352	Returned Archer
1353	Bone Archer
1354	Burning Dead Archer
1355	Horror Archer
1356	Balrog
1357	Guardian
1358	Infernal Lord
1359	Vortex Lord
1360	Thunder Beetle
1361	Unholy Scarab
1362	Tomb Guardian
1363	Emerald Scarab
1364	Diamond Beetle
1365	Prowler Priestess
1366	Desert Priestess
1367	Feline Priestess
1368	Lacuni Priestess
1369	Harlequin
1370	Pest
1371	Tenebral
1372	Bullfrog
1373	Acid Prince
1374	Ice Prince
1375	Zombie
1376	Hungry Dead
1377	Genie
1378	Ghost Zombie
1379	Impaler
1380	Assamite
1381	Nosferatu
1382	Ventrue
1383	Blood Marquis
1384	Skeleton
1385	Returned
1386	Bone Warrior
1387	Burning Dead
1388	Horror
1389	Fallen One
1390	Invader
1391	Defiler
1392	Scourge
1393	Destroyer
1394	Fallen Shaman
1395	Invader Shaman
1396	Defiler Shaman
1397	Scourge Shaman
1398	Destroyer Shaman
1399	Fallen Warrior
1400	Fallen Hero
1401	Knight of War
1402	Knight of Pestilence
1403	Knight of Famine
1404	Jungle Hunter
1405	Tree Hunter
1406	Jungle Devil
1407	Blood Hunter
1408	Slayer
1409	Jungle Hunter
1410	Tree Hunter
1411	Jungle Devil
1412	Blood Hunter
1413	Slayer
1414	Gargoyle Warrior
1415	Mountain Defender
1416	Summit Guardian
