#code	add	bits	bitsParamSave	bitsSave	descGroupIDs	descGroupNegative	descGroupPositive	descGroupStringAdd	descNegative	descPositive	descStringAdd	descfunc	descpriority	descval	dgrp	dgrpfunc	dgrpval	saveParamBits	stat
74	1000	14							Life Regenerated per Second	Life Regenerated per Second		32	80	1					hpregen
75	100	8							Durability	Durability		2	8	2					item_maxdurability_percent
76	100	8			77	Maximum Life and Mana	Maximum Life and Mana		Decrease Maximum Life	Maximum Life		4	78	2	10	4	2		item_maxhp_percent
77	100	8			76	Maximum Life and Mana	Maximum Life and Mana		Maximum Mana	Maximum Mana		4	76	2	10	4	2		item_maxmana_percent
78	0	10							Attacker Takes Damage of	Attacker Takes Damage of		3	29	2					item_attackertakesdamage
79	100	9							Gold Find	Gold Find		2	16	1					item_goldbonus
80	100	9							Magic Find	Magic Find		2	14	1					item_magicbonus
81	0	2							Knockback	Knockback		3	115	0					item_knockback
82	20	9																	item_timeduration
83	0	4							to Amazon Skill Levels	to Amazon Skill Levels		13	200	1				3	item_addclassskills
85	25	8							to Experience Gained	to Experience Gained		4	17	1					item_addexperience
86	0	10							Life after each Kill	Life after each Kill		1	41	1					item_healafterkill
87	50	8							to All Vendor Prices	to All Vendor Prices		20	13	1					item_reducedprices
88	0	32	16	32														16	achievement_counts
89	5	8							to Light Radius	to Light Radius		1	10	1					item_lightradius
90	0	24																	item_lightcolor
91	100	10							Requirements	Requirements		4	7	2					item_req_percent
92		8							Required Level	Required Level		1	6	1					item_levelreq
93	150	9			99,102,105	Combat Speeds	Combat Speeds		Attack Speed	Attack Speed		2	192	1	9	2	1		item_fasterattackrate
94	64	10							ModitemLevReq	ModitemLevReq		4	76	2					item_levelreqpct
96	100	9							Movement Speed	Movement Speed		2	190	1					item_fastermovevelocity
97	1	7										28	127					12	item_nonclassskill
98		1																11	state
99	100	9			93,102,105	Combat Speeds	Combat Speeds		Hit Recovery	Hit Recovery		2	188	1	9	2	1		item_fastergethitrate
101	0	6																	skill_poison_override_length
102	100	9			93,99,105	Combat Speeds	Combat Speeds		Slower Block Rate	Block Speed		2	189	1	9	2	1		item_fasterblockrate
103	0	1							Ignores Resistances of Undead	Ignores Resistances of Undead		3	197	0					skill_bypass_undead
104	0	1							Ignores Resistances of Demons	Ignores Resistances of Demons		3	197	0					skill_bypass_demons
105	100	9			93,99,102	Combat Speeds	Combat Speeds		Cast Speed	Cast Speed		2	191	1	9	2	1		item_fastercastrate
106	0	1							Ignores Resistances of Beasts	Ignores Resistances of Beasts		3	197	0					skill_bypass_beasts
107	1	5										27	128					11	item_singleskill
108	0	1							Slain Monsters Rest in Peace	Slain Monsters Rest in Peace		3	23	0					item_restinpeace
109	100	8							Curse Length Reduction	Curse Length Reduction		2	54	1					curse_resistance
110	100	8							Poison Length Reduced by	Poison Length Reduced by		2	55	2					item_poisonlengthresist
111	100	10							Damage	Damage		1	169	2					item_normaldamage
112	25	7							Hit Causes Monster to Flee	Hit Causes Monster to Flee		5	119	2					item_howl
113	50	8							Hit Blinds Target	Hit Blinds Target		12	120	2					item_stupidity
114	0	7							Weapon Damage Taken Restores Mana	Weapon Damage Taken Restores Mana		2	18	1					item_damagetomana
115	0	1							Ignore Target's Defense	Ignore Target's Defense		3	167	0					item_ignoretargetac
116	0	7							Target Defense	Target Defense		20	166	1					item_fractionaltargetac
117	0	1							Prevent Monster Heal	Prevent Monster Heal		3	121	0					item_preventheal
118	0	1							Half Freeze Duration	Half Freeze Duration		3	33	0					item_halffreezeduration
119	100	10							Bonus to Attack Rating	Bonus to Attack Rating		2	165	1					item_tohit_percent
120	500	10							to Monster Defense per Hit	to Monster Defense per Hit		1	113	1					item_damagetargetac
121	500	11							Damage to Demons	Damage to Demons		4	162	1					item_demondamage_percent
122	500	11							Damage to Undead	Damage to Undead		4	161	1					item_undeaddamage_percent
123	100	10							to Attack Rating against Demons	to Attack Rating against Demons		1	162	1					item_demon_tohit
124	100	10							to Attack Rating against Undead	to Attack Rating against Undead		1	161	1					item_undead_tohit
125	0	1							Throwable	Throwable		3	9	0					item_throwable
126	0	3							ModitemColdSkills	ModitemColdSkills		1	202	1				3	item_elemskill
127	0	5							to All Skills	to All Skills		1	203	1					item_allskills
128	0	10			367,368		Attacker Takes Elemental Damage of		Attacker Takes Lightning Damage of	Attacker Takes Lightning Damage of		3	27	2	14	3	2		item_attackertakeslightdamage
131	100	8							Damage Reflected	Damage Reflected		2	26	1					thorns_percent
134	5	5							Freezes Target	Freezes Target		12	117	2					item_freeze
135	0	7							Chance of Open Wounds	Chance of Open Wounds		2	122	1					item_openwounds
136	0	8							Chance of Crushing Blow	Chance of Crushing Blow		2	125	1					item_crushingblow
137	0	10							Kick Damage	Kick Damage		1	168	1					item_kickdamage
138	0	10							Mana after each Kill	Mana after each Kill		1	40	1					item_manaafterkill
139	0	10							Life after each Demon Kill	Life after each Demon Kill		1	40	1					item_healafterdemonkill
140	0	10																	item_extrablood
141	0	8							Deadly Strike	Deadly Strike		2	124	1					item_deadlystrike
142	0	8							Fire Absorb	Fire Absorb		2	58	2					item_absorbfire_percent
143	0	10							Fire Absorb	Fire Absorb		1	58	1					item_absorbfire
144	0	8							Lightning Absorb	Lightning Absorb		2	57	2					item_absorblight_percent
145	0	10							Lightning Absorb	Lightning Absorb		1	57	1					item_absorblight
146	0	8							Magic Absorb	Magic Absorb		2	59	2					item_absorbmagic_percent
147	0	10							Magic Absorb	Magic Absorb		1	59	1					item_absorbmagic
148	0	8							Cold Absorb	Cold Absorb		2	56	2					item_absorbcold_percent
149	0	10							Cold Absorb	Cold Absorb		1	56	1					item_absorbcold
150	50	8							Slow Target	Slow Target		2	115	2					item_slow
151	1	7																11	item_aura
152		1							Indestructible	Indestructible		3	205	0					item_indesctructible
153		1							Cannot Be Frozen	Cannot Be Frozen		3	33	0					item_cannotbefrozen
154	50	8							Slower Stamina Drain	Slower Stamina Drain		2	72	1					item_staminadrainpct
155	0	7							Reanimate as:	Reanimate as:		23	30	1				12	item_reanimate
156	0	10																	item_pierce
157	0	7							Fires Magic Arrows	Fires Magic Arrows		3	184	0					item_magicarrow
158	0	7							Fires Explosive Arrows or Bolts	Fires Explosive Arrows or Bolts		3	185	0					item_explosivearrow
159	0	10																	item_throw_mindamage
160	0	10																	item_throw_maxdamage
161	10	6																	skill_handofathena
164	20	8							Chance of Uninterruptable Attack	Chance of Uninterruptable Attack		2	34	1					skill_concentration
171	500	11							Bonus to Defense	Bonus to Defense		2	35	1					skill_armor_percent
179		10																10	attack_vs_montype
180		10																10	damage_vs_montype
181		3																	fade
182	100	8							Total Defense = 0	Total Defense = 0		3	11	0					armor_override_percent
183	0	5																	item_dyes_color
184	0	2																	melee_divisor
185				12								3		2					potion_stat_cap
186				8								3		2					potion_skill_cap
187	0	3																	stance_ID
188	0	3							+%d to Javelin and Spear Skills	+%d to Javelin and Spear Skills		14	201					16	item_addskill_tab
189	0	16																	damage_divisor
191	24	7																	frenzy
193	1	2																	Celestial_rage
194	0	4																	item_numsockets
195	0	8							%d%% Chance to cast level %d %s on Melee Attack	%d%% Chance to cast level %d %s on Melee Attack		15	205					17	item_skillonattack
196	0	8							%d%% Chance to cast level %d %s on Kill	%d%% Chance to cast level %d %s on Kill		15	205					17	item_skillonkill
197	0	8							%d%% Chance to cast level %d %s when you Die	%d%% Chance to cast level %d %s when you Die		15	205					17	item_skillondeath
198	0	8							%d%% Chance to cast level %d %s on Striking	%d%% Chance to cast level %d %s on Striking		15	205					17	item_skillonhit
199	0	7							%d%% Chance to cast level %d %s when you Level-Up	%d%% Chance to cast level %d %s when you Level-Up		15	205					17	item_skillonlevelup
200	0	7							\orange;Mega Impact\grey;	\orange;Mega Impact\grey;		3	247	0				17	item_megaimpact
201	0	7							%d%% Chance to cast level %d %s when Struck	%d%% Chance to cast level %d %s when Struck		15	205					17	item_skillongethit
203	0	10							Enhanced Weapon Damage	Enhanced Weapon Damage	(Based on Character Level)	8	83	2					item_totaldamage_perlevel
204	0	16							(%d/%d Charges)	(%d/%d Charges)		24	8					16	item_charged_skill
208	0	7							Life on Striking	Life on Striking		1	45	1					item_healonstriking
209	0	7							Mana on Striking	Mana on Striking		1	44	1					item_manaonstriking
210	0	10							Life on Melee Attack	Life on Melee Attack		1	43	1					skill_healonstrikingmelee
213	100	8							Maximum Block Chance	Maximum Block Chance		4	66	2					blockcap
214	0	10							Defense	Defense	(Based on Character Level)	6	93	1					item_armor_perlevel
215	0	10							Enhanced Defense	Enhanced Defense	(Based on Character Level)	8	94	1					item_armorpercent_perlevel
216	0	10							to Life	to Life	(Based on Character Level)	6	77	1					item_hp_perlevel
217	0	10							to Mana	to Mana	(Based on Character Level)	6	75	1					item_mana_perlevel
218	0	10							to Maximum Damage	to Maximum Damage	(Based on Character Level)	6	170	1					item_maxdamage_perlevel
219	0	5							\green;Shrine Blessed	\green;Shrine Blessed		3	250	0					blessings_counter
225	0	10							Bonus to Attack Rating	Bonus to Attack Rating	(Based on Character Level)	7	165	1					item_tohitpercent_perlevel
226	0	5																	item_absolsigil
230	0	10							Cold Resist	Cold Resist	(Based on Character Level)	7	62	2					item_resist_cold_perlevel
231	0	10							Fire Resist	Fire Resist	(Based on Character Level)	7	64	2					item_resist_fire_perlevel
232	0	10							Lightning Resist	Lightning Resist	(Based on Character Level)	7	63	2					item_resist_ltng_perlevel
233	0	10							Poison Resist	Poison Resist	(Based on Character Level)	7	61	2					item_resist_pois_perlevel
239	0	10							Gold Find	Gold Find	(Based on Character Level)	7	16	1					item_find_gold_perlevel
240	0	10							Magic Find	Magic Find	(Based on Character Level)	7	14	1					item_find_magic_perlevel
241	30	7																	is_corrupted
245	1	2																	grim_active
246	1	2																	firedance_mod
247	0	10							Chance of Crushing Blow	Chance of Crushing Blow	(Based on Character Level)	7	125	1					item_crushingblow_perlevel
248	0	10							Chance of Open Wounds	Chance of Open Wounds	(Based on Character Level)	7	122	1					item_openwounds_perlevel
250	0	10																	item_totembound
251	1	2																	is_sunstone
252	0	6							Repairs %d Durability per Second	Repairs %d Durability per Second		11	7	0					item_replenish_durability
253	0	6							Replenishes Quantity	Replenishes Quantity		3	8	0					item_replenish_quantity
254	0	8							Increased Stack Size	Increased Stack Size		3	9	0					item_extra_stack
257	1	2							\orange;Parasite Gains 12 Additional Targets\blue;	\orange;Nephalem: +25% Total Vessel Damage Bonus from Passives\nUnholy: Blood Thorns Deal 40% More Total Damage\nHoly: Holy Fire Deals 4.5% of  Strength as More Total Damage (max 250%)\blue;		3	240	0					vessel_mod
259	1	10							Charges:	Charges:		3	250	2					charge_counter
260	0	7							\orange;Thunderfury\grey;	\orange;Thunderfury\grey;		3	247	0				17	item_thunderfury
261	0	5							Extra Totems	Extra Totems		1	196	1					new_totem_syn
265	0	10							Life after each Kill	Life after each Kill		1	41	1					item_healafterplayerkill
266	0	7							\orange;Area Effect Attack\grey;	\orange;Area Effect Attack\grey;		3	247	0				17	item_warp_blue
267	0	5																	hotp
270	0	3																	item_has_edyrem
271	0	8							%d%% Chance to cast level %d %s when you Die	%d%% Chance to cast level %d %s when you Die		15	205					17	item_skillonanydeath
273	25	7																	item_crushthorns
276	0	1							\dgrey;Cannot be Disenchanted\blue;	\dgrey;Cannot be Disenchanted\blue;		3	4	0					item_nodcht
277	0	7							\orange;Area Effect Attack\grey;	\orange;Area Effect Attack\grey;		3	247	0				17	item_warpskillonattack
279	0	9							Lion Stance Damage Bonus	Lion Stance Damage Bonus		2	195	2					lion_stance_syn
280	0	10																	greathunt_buff
282	0	7							%d%% Chance to cast level %d %s when you Take Damage	%d%% Chance to cast level %d %s when you Take Damage		15	205					17	item_skillondamaged
283	0	7							%d%% Chance to cast level %d %s when Attacked	%d%% Chance to cast level %d %s when Attacked		15	205					17	item_skillongetmeleed
284	0	7							%d%% Chance to cast level %d %s when Struck by a Missile	%d%% Chance to cast level %d %s when Struck by a Missile		15	205					17	item_skillongetmissilehit
288	1	2							\orange;Orb Effects Applied to this Item are Quadrupled	\orange;Blood Hatred does not cost you life		3	240	0					si_1
289	0	8							\dgreen;Orb Effects Applied to this Item are Doubled\blue;	\dgreen;Orb Effects Applied to this Item are Doubled\blue;		36	234	0					item_multimo
290	0	8																10	item_mocount
291	0	8																	skill_justkilledsomeone
292	0	7							%d%% Chance to cast level %d %s on Death Blow	%d%% Chance to cast level %d %s on Death Blow		15	204					17	item_skillonanykill
294	0	8							\dgreen;Allows Runewords up to Level	\dgreen;Allows Runewords up to Level		3	236	2					runeword_level
295	500	11							Mana on Melee Attack	Mana on Melee Attack		1	42	1					item_manaonstrikingmelee
297	1	2																	W_M
298	0	5																	tp_lock
299	0	9							\grey;Current Strength Damage Bonus:	\grey;Current Strength Damage Bonus:		2	253	2					strength_bonus_wpn
300	0	9							Additional Dexterity Damage Bonus:	Additional Dexterity Damage Bonus:		2	194	2					dexterity_bonus_wpn
304	24	7																	statX_1
305	500	10																	item_pierce_cold
306	500	10																	item_pierce_fire
307	500	10																	item_pierce_ltng
308	500	10																	item_pierce_pois
309	2048	12							%s Cooldown Decreased by %.1g	%s Cooldown Reduced by %.1g		33	174	2				17	skill_cooldown_reduce
313	0	10																	darkportal
314	1	2																	carry1_grp1
315	0	8																	firelength
316	0	8										3		0					burningmin
317	0	8										3		0					burningmax
324	0	6																	item_extra_charges
329	200	10			330,331,332,357	to Spell Damage	to Spell Damage		to Fire Spell Damage	to Fire Spell Damage		4	138	1	5	4	1		passive_fire_mastery
330	200	10			329,331,332,357	to Spell Damage	to Spell Damage		to Lightning Spell Damage	to Lightning Spell Damage		4	136	1	5	4	1		passive_ltng_mastery
331	200	10			329,330,332,357	to Spell Damage	to Spell Damage		to Cold Spell Damage	to Cold Spell Damage		4	134	1	5	4	1		passive_cold_mastery
332	200	10			329,330,331,357	to Spell Damage	to Spell Damage		to Poison Spell Damage	to Poison Spell Damage		4	132	1	5	4	1		passive_pois_mastery
333	100	8			334,335,336	to Enemy Elemental Resistances	to Enemy Elemental Resistances		to Enemy Fire Resistance	to Enemy Fire Resistance		20	137	1	6	20	1		passive_fire_pierce
334	100	8			333,335,336	to Enemy Elemental Resistances	to Enemy Elemental Resistances		to Enemy Lightning Resistance	to Enemy Lightning Resistance		20	135	1	6	20	1		passive_ltng_pierce
335	100	8			333,334,336	to Enemy Elemental Resistances	to Enemy Elemental Resistances		to Enemy Cold Resistance	to Enemy Cold Resistance		20	133	1	6	20	1		passive_cold_pierce
336	100	8			333,334,335	to Enemy Elemental Resistances	to Enemy Elemental Resistances		to Enemy Poison Resistance	to Enemy Poison Resistance		20	131	1	6	20	1		passive_pois_pierce
337	0	8																	passive_critical_strike
338	0	7			339,340	Chance to Avoid Damage	Chance to Avoid Damage		Avoid Damage	Avoid Damage		2	50	1	8	2	1		passive_dodge
339	0	7			338,340	Chance to Avoid Damage	Chance to Avoid Damage		Avoid Damage	Avoid Damage		2	49	1	8	2	1		passive_avoid
340	0	7			338,339	Chance to Avoid Damage	Chance to Avoid Damage		Avoid Damage	Avoid Damage		2	48	1	8	2	1		passive_evade
341	0	8																	passive_warmth
342	0	8																	passive_mastery_melee_th
343	0	8				ModitemPeril	ModitemPeril								4	3	0		passive_mastery_melee_dmg
344	0	8																	passive_mastery_melee_crit
345	0	8																	passive_mastery_throw_th
346	0	8																	passive_mastery_throw_dmg
347	0	8																	passive_mastery_throw_crit
348	0	8																	passive_weaponblock
349	0	9																	passive_summon_resist
356	0	2																	questitemdifficulty
357	200	10			329,330,331,332	to Spell Damage	to Spell Damage		to Physical/Magic Spell Damage	to Physical/Magic Spell Damage		4	140	1	5	4	1		passive_pm_mastery
358	100	8																	passive_mag_pierce
359	100	9			360,361,362		to All Attributes		to Strength	to Strength		2	90	1	3	2	1		item_strength_percent
360	100	9			359,361,362		to All Attributes		to Dexterity	to Dexterity		2	89	1	3	2	1		item_dexterity_percent
361	100	9			359,360,362		to All Attributes		to Energy	to Energy		2	87	1	3	2	1		item_energy_percent
362	100	9			359,360,361		to All Attributes		to Vitality	to Vitality		2	88	1	3	2	1		item_vitality_percent
363	50	8							Slows Attacker by	Slows Attacker by		2	114	2					item_slowthorns
364	25	7							Attacker Flees after Striking	Attacker Flees after Striking		2	118	2					item_howlthorns
365	5	5							Freezes attacker	Freezes attacker		12	116	2					item_freezethorns
366	50	8							Blinds Attacker	Blinds Attacker		12	120	2					item_stupiditythorns
367	0	11			128,368		Attacker Takes Elemental Damage of		Attacker Takes Cold Damage of	Attacker Takes Cold Damage of		3	26	2	14	3	2		item_attackertakescolddamage
368	0	11			128,367		Attacker Takes Elemental Damage of		Attacker Takes Fire Damage of	Attacker Takes Fire Damage of		3	28	2	14	3	2		item_attackertakesfiredamage
371	0	7							\orange;Amazing Grace\grey;	\orange;Amazing Grace\grey;		3	247	0				17	item_amazinggrace
372	0	1							\dgrey;Cannot be Unsocketed\blue;	\dgrey;Cannot be Unsocketed\blue;			4	0					item_nounsock
373	300	9																	passive_phys_pierce
374	50	10																	trap_chain
375	0	15										31	241	0				15	desc_top
377	0	15										31	3	0				15	desc_bottom
378	0	15										31	232	0				15	desc_less_top
379	0	5										3		0					deathlord_penalty
380	100	9							Bonus Damage to Bloodlust	Bonus Damage to Bloodlust		4	195	1					passive_bloodlust_dmgpct
381	50	8							Bonus Elemental Damage to Bloodlust	Bonus Elemental Damage to Bloodlust		4	195	1					passive_bloodlust_elempct
382	1001	14																12	special_syn_conversion
383	1001	14																12	special_syn1
384	0	8																	near_resurrected
385	0	15										34	241	0				15	desc_orange
386	0	8																	witchberry_lifeheal
387	100	9							Bonus Damage to Mark of the Wild	Bonus Damage to Mark of the Wild		4	195	1					passive_motw_dmgpct
388	50	8							Bonus Elemental Damage to Mark of the Wild	Bonus Elemental Damage to Mark of the Wild		4	195	1					passive_motw_elempct
389	0	10							Duration Bonus to Mark of the Wild	Duration Bonus to Mark of the Wild		2	195	1					passive_motw_duration
390	0	5							\green;Already Enchanted	\green;Already Enchanted		3	248	0					is_enchanted
393	1001	14																12	special_syn2
395	1	3																	weapon_count
396	1001	14																12	special_syn3
397	1001	14																12	special_syn4
398	0	5																	yshari_enable
399	1001	14																12	special_syn5
400	1001	14																12	special_syn6
404	0	10							to Fire Spell Damage	to Fire Spell Damage	(Based on Character Level)	7	138	1					passive_fire_mastery_perlevel
405	0	10							to Lightning Spell Damage	to Lightning Spell Damage	(Based on Character Level)	7	136	1					passive_ltng_mastery_perlevel
406	0	10							to Cold Spell Damage	to Cold Spell Damage	(Based on Character Level)	7	134	1					passive_cold_mastery_perlevel
407	0	10							to Poison Spell Damage	to Poison Spell Damage	(Based on Character Level)	7	132	1					passive_pois_mastery_perlevel
409	100	8							Skill Duration	Skill Duration		2	168	1					skill_duration
414	50	9							Bonus to Summoned Edyrem Life	Bonus to Summoned Edyrem Life		4	173	1					skill_edyrem_hp_percent
415	0	12							\grey;Innate Fire Damage: \red;%d\grey; (%.1f%% of %s)	\grey;Innate Fire Damage: \red;%d\grey; (%.1f%% of %s)		35	254	0				16	ied_display
417	0	16																5	ele_divisor
418	0	2							\orange;Can Be Upgraded with Black Road Challenge	\orange;Can Be Upgraded with Black Road Challenge		3	225	0					item_needschallenged
419	0	10																	goblincurse
421	0	4																	scosglen_check
431	100	9							Bonus to Poison Skill Duration	Bonus to Poison Skill Duration		4	195	1					skill_poison_dur
432	1	10																	minion_effect_bonus
439	0	9							Life when Struck by an Enemy	Life when Struck by an Enemy		1	20	1					item_healwhenstruck
440	0	9							Mana when Struck by an Enemy	Mana when Struck by an Enemy		1	19	1					item_manawhenstruck
441	5	6			445	to All Maximum Minions	to All Maximum Minions		to Maximum Necromancer Minions	to Maximum Necromancer Minions		1	196	1	11	1	1		passive_aura_addmax
442	0	9							Additional Strength Damage Bonus:	Additional Strength Damage Bonus:		2	194	2					str_bonus_blue
443	0	5							\green;Already Upgraded	\green;Already Upgraded		3	249	0					item_upgraded
444	100	9							Penalty to Summoned Minion Life	to Summoned Minion Life		4	105	1					skill_minion_hp_percent
445	0	6			441	to All Maximum Minions	to All Maximum Minions		to Maximum Barbarian Minions	to Maximum Barbarian Minions		1	196	1	11	1	1		skill_ancientspirits_synergy
446	0	8							Damage to Protector Spirit Bloodlust	Damage to Protector Spirit Bloodlust		4	195	1					skill_shamanspath_synergy
447	0	9							Restored:	Restored:		7	234	2					trophy_fragmentation
448	100	8																	potion_efficiency
449	1001	14								%s Maximum Skill Level Increased by %d		37	234	2				12	special_skillcap
450	0	5																	trophy_counter
452	1	5																	cube_upgrade_1
453	1	5																	cube_upgrade_2
454	1	5																	cube_upgrade_3
455	1	5																	cube_upgrade_4
457	0	10																	enabler
462	0	8							Damage to Vessel of Justice	Damage to Vessel of Justice		4	187	1					skill_voj_mastery
463	0	5																	item_class_spec
464	0	10																	dulra_catalyst
465	0	8																	skill_totem_damage
466	0	7							Essence Slots:	Essence Slots:		3	9	2					trader_chest
467		4																	rp_lock
468	0	8							Damage to Vessel of Retribution	Damage to Vessel of Retribution		4	187	1					skill_light_mastery
469	0	8							Extra Targets to Paladin Vessels	Extra Targets to Paladin Vessels		1	187	1					skill_shadow_mastery
470	50	9							to Summoned Minion Damage	to Summoned Minion Damage		4	104	1					skill_minion_dmg_percent
471	50	9																	shamanic_dmg
472	50	9																	shamanic_life
473	0	4							\green;Unlocks your Ennead Skill	\green;Unlocks your Ennead Skill		3	233	0					learn_ennead
474	0	4							\green;Unlocks your Black Road Skill	\green;Unlocks your Black Road Skill		3	233	0					learn_blackroad
476	50	9																	blink_delay
479	0	4																	summoner_exodia
480	0	5							to Vitality per Socketed Gem	to Vitality per Socketed Gem		1	85	1					item_skill_paragon
481	0	5							to Runemaster Defense Bonus	to Runemaster Defense Bonus		4	85	1					item_skill_runemaster
482	0	10																	item_gem_paragon
483	0	10																	item_rune_runemaster
484	50	8							Innate Elemental Damage	Innate Elemental Damage		2	149	1					IED
485	200	10							Spell Focus	Spell Focus		1	194	1					enr_factor
486	50	8																	gem_counter
487	50	8							to Summoned Minion Resistances	to Summoned Minion Resistances		4	103	1					minion_resist_all
488	100	8							Bonus to Spell Focus	Bonus to Spell Focus		4	193	1					enr_factor_percent
489	0	11							Target Takes Additional Damage of	Target Takes Additional Damage of		3	25	2					item_targettakesdamage
490	1	5																	cube_upgrade_5
491	1	5																	cube_upgrade_6
492	1	5																	cube_upgrade_7
493	1	5																	cube_upgrade_8
494	1	5																	cube_upgrade_9
495	24	7																	statX_3
496	0	5								\red;(Cube with Oil of Craft to Reveal)		3	251	0					item_corrupted_has_seed
497	0	5							\red;Corrupted	\red;Corrupted		3	252	0					item_corrupted
498	6383	14																	item_corrupted_seed
499	0	10							to Energy	to Energy	(Based on Character Level)	6	87	1					item_energy_perlevel
