#code	name	class	tab	row	col
487	Respawner	-1	0	0	0
488		-1			
489		-1			
490		-1			
491		-1			
492	Стрела	-1	0	0	0
493		-1			
494		-1			
495	Засада	-1	0	0	0
496	Быстрота	-1	0	0	0
497		-1			
498	Коготь Торнадо	-1	0	0	0
499		-1			
500	Распятие	-1	1	2	1
501	Смерть Бога	-1	0	0	0
502		-1			
503	Энергетический Луч	-1	0	0	0
504		-1			
505		-1			
506		-1			
507	Шквал Дротиков	-1	0	0	0
508	Лягушачий Принц	-1	0	0	0
509	Лягушачий Принц	-1	0	0	0
510	Дар Быстроты	-1	0	0	0
511	Дар Внутреннего Огня	-1	0	0	0
512	Gift of Shadows	-1	0	0	0
513	Дар Диких	-1	0	0	0
514	Дар Покорения	-1	0	0	0
515	Святая Ловушка	-1	0	0	0
516	Ледяной Луч	-1	0	0	0
517	Огненный Всплеск	-1	0	0	0
518	Огненный Всплеск	-1	0	0	0
519		-1			
520		-1			
521	Буря	-1	2	3	1
522		-1			
523		-1			
524		-1			
525	Дух Боли	-1	0	0	0
526		-1			
527		-1			
528		-1			
529	Retribute	-1	0	0	0
530	Руна Льда	-1	0	0	0
531	Ржавая Буря	-1	0	0	0
532		-1			
533	Снаряд Убийцы	-1	0	0	0
534		-1			
535	Шипастая Нова	-1	0	0	0
536		-1			
537	Электрическая Ловушка	-1	0	0	0
538		-1			
539		-1			
540	Громовой Молот	-1	0	0	0
541	Громовая Волна	-1	0	0	0
542	Отложенный Удар	-1	0	0	0
543		-1			
544		-1			
545	Unshield Aura	-1	0	0	0
546	Self Weaken 2	-1	0	0	0
547		-1			
548		-1			
549		-1			
550		-1			
551	Темный Призыв	-1	0	0	0
552		-1			
553		-1			
554		-1			
555		-1			
556		-1			
557		-1			
558		-1			
559		-1			
560		-1			
561		-1			
562	Аватар Тени	-1	0	0	0
563	Изгнание	-1	0	0	0
564	Ударная Волна	-1	0	0	0
565	Демоническая Скорость	-1	0	0	0
566	Каскад Огня	-1	0	0	0
567	Волна Ледяного Пламени	-1	0	0	0
568	Обладание	-1	0	0	0
569	Полет Воронов	-1	0	0	0
570	Сердце Ворона	-1	0	0	0
571	Оковы Льда	-1	0	0	0
572	Тайфунный Часовой	-1	0	0	0
573	Коготь Торнадо	-1	0	0	0
574		-1			
575		-1			
576		-1			
577		-1			
578		-1			
579	Зигзагообразная Молния	-1	0	0	0
580	Спираль Смерти	-1	0	0	0
581		-1			
582		-1			
583		-1			
584		-1			
585		-1			
586		-1			
587	Conviction	-1	0	0	0
588	Околдовывание	0	3	4	3
589	Вампирский Символ	6	3	4	3
590	Бессмертный	4	3	4	3
591	Ягода Жизни	5	3	4	3
592	Черная Месса	2	3	4	3
593	Божественное Явление	3	3	4	3
594	Символ Эзу	1	3	4	3
595	Камнепад	-1	1	4	1
596		-1			
597		-1			
598		-1			
599	Осторожный Удар	-1	0	0	0
600	Жажда Крови	-1	0	0	0
601	Кураре	0	3	1	3
602	Идеал	0	3	2	3
603	Дух Возмездия	0	3	3	3
604	Маяк	6	3	1	3
605	Путь Грифона	6	3	2	3
606	Сингулярность	-1	2	5	3
607	Орудия Нефалемов	4	3	1	3
608	Повелитель Рун	4	3	2	3
609	Шаманский Транс	4	3	3	3
610	Сила Природы	5	3	1	3
611	Феерический Огонь	5	3	2	3
612	Сотрясение	5	3	3	3
613	Призыв Джинна	2	3	1	3
614	Избранник Ратмы	2	3	2	3
615	Опека Смерти	2	3	3	3
616	Воскрешение	3	3	3	3
617	Суперзверь	3	3	2	3
618	Чума	3	3	1	3
619	Хронополе	1	3	1	3
620	Кровь Ведьмы	1	3	2	3
621	Разящий Клинок	1	3	3	3
622		-1			
623		-1			
624	Фазовая Бомба	6	3	3	3
625		-1			
626	Живительная Кровь	-1	0	0	0
627		-1			
628	Клинок Скорпиона	-1	2	1	1
629	Теневая Буря	-1	0	0	0
630		-1			
631	Барьерный Удар	-1	1	4	1
632	Пентаграмма	-1	0	0	0
633	Вампирский Символ	-1	3	4	3
634	Засада	-1	0	0	0
635	Управляемая Цепь	-1	0	0	0
636	Серебряный Дротик	-1	0	0	0
637	Экзорцизм	-1	0	0	0
638		-1			
639		-1			
640		-1			
641		-1			
642	Рассеивание	-1	0	0	0
643	Сверхсила	-1	0	0	0
644	Дух Войны	0	3	5	3
645	Ментальный Крик	6	3	5	3
646	Бог Грома	4	3	5	3
647	Призыв Сторожевого Древа	-1	0	0	0
648	Кладбище	2	3	5	3
649	Благословенная Жизнь	3	3	5	3
650	Скрытая Ярость	-1	0	0	0
651		-1			
652	Золотой Телец	-1	0	0	0
653		-1			
654	Self Weaken 1	-1	0	0	0
655		-1			
656		-1			
657		-1			
658		-1			
659		-1			
660	Волна Силы	1	3	5	3
661		-1			
662		-1			
663		-1			
664		-1			
665		-1			
666	Метка Кровавого Оратора	-1	0	0	0
667	Лезвия Света	-1	0	0	0
668	Чемпионы Солнца	-1	0	0	0
669	Щит Молний	-1	0	0	0
670	Призыв Оверлорда	-1	0	0	0
671	Тотем Лича	-1	0	0	0
672	Кровавая Мэри	-1	0	0	0
673	Сердце Язычника	-1	0	0	0
674		-1			
675		-1			
676	Удар Херувима	-1	0	0	0
677		-1			
678		-1			
679		-1			
680	Супернова	-1	0	0	0
681		-1			
682		-1			
683	Призыв Трупа	-1	0	0	0
684	Рука Древних	-1	0	0	0
685	Shadowform	-1	0	0	0
686		-1			
687	Темная Сила	-1	0	0	0
688	Завоевание	-1	0	0	0
689	Подрезка	-1	0	0	0
690	Осторожный Удар	-1	0	0	0
691	Отложенный Удар	-1	0	0	0
692		-1			
693	Солнечное Копье	-1	0	0	0
694	Кольцо Смерти	-1	0	0	0
695	Теневой Клинок	-1	0	0	0
696	Нечестивая Броня	-1	0	0	0
697	Кошмар	-1	0	0	0
698	Покорение	-1	0	0	0
699	Катаклизм	-1	0	0	0
700	Дробление Плоти	-1	1	1	3
701	Ледяной Вихрь	-1	0	0	0
702	Ледяная Нова	-1	0	0	0
703	Замерзшая Корона	-1	0	0	0
704	Каскад Молний	-1	0	0	0
705	Воронка	-1	0	0	0
706	Кольцо Маны	-1	0	0	0
707	Цветок Смерти	-1	0	0	0
708	Лярвы	-1	2	2	1
709	Львица	-1	2	4	1
710	Сингулярность	-1	2	5	3
711	Осколки Смерти	-1	0	0	0
712	Очарование	-1	0	0	0
713	Псионическая Буря	-1	0	0	0
714		-1			
715		-1			
716		-1			
717		-1			
718		-1			
719		-1			
720		-1			
721		-1			
722		-1			
723		-1			
724		-1			
725	Призвать Темного Стража	-1	0	0	0
726		-1			
727		-1			
728		-1			
729		-1			
730		-1			
731		-1			
732		-1			
733	Кратер	-1	0	0	0
734		-1			
735		-1			
736		-1			
737		-1			
738		-1			
739		-1			
740		-1			
741		-1			
742		-1			
743		-1			
744		-1			
745		-1			
746	Барьер Лезвий	-1	0	0	0
747	Скрытая Ярость	-1	0	0	0
748	Маяк	-1	3	1	3
749		-1			
750		-1			
751	Каскад	-1	3	2	1
752		-1			
753		-1			
754	Громовая Волна	-1	0	0	0
755	Львица	-1	2	4	1
756	Лунная Королева	-1	1	4	3
757	Призыв Громового Медведя	-1	0	0	0
758	Землятресение	-1	0	0	0
759	Ожог	-1	0	0	0
760	Warp Crash	-1	0	0	0
761	Призыв Шокового Зверя	-1	0	0	0
762	Маяк	-1	3	1	3
763	Ужасающее Очарование	-1	0	0	0
764		-1			
765		-1			
766	Вулканический Поток	-1	0	0	0
767		-1			
768		-1			
769	Call Dark Nephalem	-1	0	0	0
770		-1			
771		-1			
772		-1			
773	Призыв Эдиремов	-1	0	0	0
774		-1			
775		-1			
776		-1			
777	Кровавая Вспышка	-1	0	0	0
778	Стойка Кракена	-1	0	0	0
779	Шипастая Нова	-1	0	0	0
780	Раскат Грома	-1	1	3	1
781	Ледяная Нова	-1	0	0	0
782		-1			
783		-1			
784	Залп	-1	2	5	1
785	Summon Torajians	-1	0	0	0
786	Жатва	-1	0	0	0
787		-1			
788		-1			
789	Апокалипсис	-1	0	0	0
790	Баланс	-1	3	3	1
791	Призыв Утренней Звезды	-1	0	0	0
792	Призыв Измельчителя	-1	0	0	0
793	Призыв Монстра Бедствия	-1	0	0	0
794		-1			
795		-1			
796	Жертвы	-1	1	2	3
797	Тотем Стены Мертвых	-1	0	0	0
798	Нова Ледышек	-1	0	0	0
799		-1			
800	Острые Иглы	-1	0	0	0
801		-1			
802	Судьба	-1	0	0	0
803	Дротик	-1	0	0	0
804	Крепость	-1	3	3	1
805	Леденящий Страх	-1	0	0	0
806	Бросок Ножа	-1	0	0	0
807	Вспышка	-1	0	0	0
808		-1			
809	Руна Огня	-1	0	0	0
810		-1			
811	Звезда Смерти	-1	0	0	0
812	Призыв Падшего	-1	0	0	0
813	Скрытая Ярость	-1	0	0	0
814	Живительная Кровь	-1	0	0	0
815	Эльфийские Орудия	-1	3	4	1
816	Огненная Канонада	-1	0	0	0
817	Охранная Башня	-1	0	0	0
818	Сбор Маны	-1	3	4	1
819	Восторг	-1	3	2	1
820	Тройная Нова	-1	0	0	0
821	Жертвы	-1	1	2	3
822	Greater Charm	-1	0	0	0
823	Flash Charm	-1	0	0	0
824	Метеоритный Дождь	-1	0	0	0
825	Обратный Отсчет	-1	0	0	0
826	Электрическая Пика	-1	0	0	0
827	Охотящаяся Банши	-1	2	2	1
828	Аватар Зимы	-1	0	0	0
829	Врата Житана	-1	0	0	0
830	Ожог	-1	0	0	0
831		-1			
832	Время Молота	-1	0	0	0
833	Кровавая Звезда	-1	0	0	0
834	Ледяная Нова	-1	0	0	0
835		-1			
836	Тройной Луч	-1	0	0	0
837		-1			
838		-1			
839	Кровавая Ярость	-1	0	0	0
840	Шоковый Цветок	-1	0	0	0
841		-1			
842		-1			
843	Суперзверь	-1	3	2	3
844		-1			
845		-1			
846	Survival of the Fittest	-1	0	0	0
847		-1			
848		-1			
849		-1			
850		-1			
851	Элементаль	-1	2	1	1
852		-1			
853	Гамма-Поле	-1	0	0	0
854	Темный Призыв	-1	0	0	0
855		-1			
856		-1			
857		-1			
858		-1			
859	Спиральный Танец	-1	0	0	0
860	Сингулярность	-1	2	5	3
861		-1			
862	Рысканье	-1	0	0	0
863		-1			
864		-1			
865		-1			
866		-1			
867		-1			
868		-1			
869		-1			
870	Призыв Грешника	-1	0	0	0
871	Призыв Лавины	-1	0	0	0
872	Призыв Светящегося Гриба	-1	0	0	0
873	Руна Маны	-1	0	0	0
874	Коготь Медведя	-1	1	1	3
875		-1			
876	Очищение	-1	0	0	0
877	Пороховая Бочка	-1	0	0	0
878	Атака	-1	0	0	0
879	Жизненный Щит	5	3	5	3
880	Залп	-1	2	5	1
881	Стойка Журавля	-1	0	0	0
882	Пороховая Бочка	-1	0	0	0
883	Воронка Холода	-1	0	0	0
884	Часовой ПАН	-1	0	0	0
885	Patriot Sentry	-1	0	0	0
886	Опустошение	-1	0	0	0
887	Беспощадный Удар	-1	0	0	0
888	Поле Шипов	-1	0	0	0
889	Бой Птиц	-1	0	0	0
890	Вспышка Гнева	-1	0	0	0
891	Море Крови	-1	0	0	0
892	Рука Древних	-1	0	0	0
893	Шаманский Транс	-1	3	3	3
894	Призвать Прихвостня	-1	0	0	0
895	Призвать Кровавого Голема	-1	0	0	0
896	Призвать Некробота	-1	0	0	0
897	Call Malthael	-1	0	0	0
898	Циклон	-1	0	0	0
899	Шквалистый Порыв	-1	0	0	0
900	Медуза	-1	0	0	0
901	Град Камней	-1	0	0	0
902	Шквальная Волна	-1	0	0	0
903	Туча Стрел	-1	0	0	0
904	Разгром	-1	0	0	0
905	Призыв Сирен	-1	0	0	0
906	Электрическая Опека	-1	0	0	0
907		-1			
908		-1			
909		-1			
910		-1			
911		-1			
912	Retribute	-1	0	0	0
913	Поле Шипов	-1	0	0	0
914	Каратель	-1	0	0	0
915	Щит Молний	-1	0	0	0
916	Супернова	-1	0	0	0
917	Пировзрыв	-1	1	4	1
918	Нечестивая Броня	-1	0	0	0
919	Королева Лезвий	-1	1	3	1
920	Охотящаяся Банши	-1	2	2	1
921		-1			
922	Наскок	-1	2	3	1
923	Живительная Кровь	-1	0	0	0
924	Обладание	-1	0	0	0
925	Шквал	-1	1	2	1
926	Божественное Явление	-1	3	4	3
927	Ударная Волна	-1	0	0	0
928	Ядовитый Дух	-1	0	0	0
929	Звездный Огонь	-1	0	0	0
930	Маяк	-1	3	1	3
931	Залп	-1	2	5	1
932	Суперзверь	-1	3	2	3
933	Звездный Огонь	-1	0	0	0
934	Стойка Волка	-1	2	5	3
935	Атака	-1	0	0	0
936	Сингулярность	-1	2	5	3
937	Атака	-1	0	0	0
938	Скачок	-1	3	1	1
939	Атака	-1	0	0	0
940		-1			
941	Атака	-1	0	0	0
942		-1			
943		-1			
944		-1			
945		-1			
946		-1			
947		-1			
948		-1			
949		-1			
950	РГЧ	-1	0	0	0
951		-1			
952		-1			
953		-1			
954		-1			
955		-1			
956		-1			
957		-1			
958		-1			
959	Call Scavengers	-1	0	0	0
960		-1			
961		-1			
962	Удар Смерти	-1	0	0	0
963	Дезинтегрирование	-1	0	0	0
964	Землятресение	-1	0	0	0
965	Свобода Дикой Природы	-1	3	1	1
966	Сотрясение	-1	3	3	3
967	Тотем Клыка Дьявола	-1	0	0	0
968	Вихрь	-1	0	0	0
969	Стрела Духа	-1	0	0	0
970		-1			
971		-1			
972	Охранная Башня	-1	0	0	0
973	Землятресение	-1	0	0	0
974	Звездный Огонь	-1	0	0	0
975	Retribute	-1	0	0	0
976	Сфера Аннигиляции	-1	0	0	0
977	Пистолет-пулемет	-1	0	0	0
978	Землятресение	-1	0	0	0
979	Аматоксин	-1	0	0	0
980	Удар Бури	-1	1	5	1
981	Львиное Сердце	-1	1	4	1
982	Спиральный Танец	-1	0	0	0
983	Путь Пламени	-1	0	0	0
984	Тело Спасителя	-1	0	0	0
985	Фазовый Щит	-1	0	0	0
986		-1			
987		-1			
988		-1			
989		-1			
990	Метеоритный Дождь	-1	0	0	0
991		-1			
992		-1			
993	Камнепад	-1	1	4	1
994	Слабое Место	-1	3	1	1
995		-1			
996		-1			
997	Леденящий Страх	-1	0	0	0
998	Замерзшая Душа	-1	0	0	0
999	Стена Молний	-1	0	0	0
